idnotificacao,idalerta,iddestinatario,canal,data_envio,estado_envio,data_confirmacao,mensagem,erro_envio
10480,1677,5,email_sms,2026-06-04 06:01:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 66.92%. Precipitação acumulada 6h: 40.38 mm. Precipitação prevista 1h: 10.77 mm. Medidas recomendadas associadas ao nível Laranja.,
10481,1677,6,email_sms,2026-06-04 06:05:00,confirmada,2026-06-04 06:14:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 66.92%. Precipitação acumulada 6h: 40.38 mm. Precipitação prevista 1h: 10.77 mm. Medidas recomendadas associadas ao nível Laranja.,
10482,1677,7,email_sms,2026-06-04 06:08:00,confirmada,2026-06-04 06:10:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 66.92%. Precipitação acumulada 6h: 40.38 mm. Precipitação prevista 1h: 10.77 mm. Medidas recomendadas associadas ao nível Laranja.,
10483,1678,1,email,2026-06-04 06:03:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 56.27%. Precipitação acumulada 6h: 30.12 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10484,1678,2,email,2026-06-04 06:10:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 56.27%. Precipitação acumulada 6h: 30.12 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10485,1678,3,email,2026-06-04 06:10:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 56.27%. Precipitação acumulada 6h: 30.12 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10486,1678,4,email,2026-06-04 06:07:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 56.27%. Precipitação acumulada 6h: 30.12 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10487,1678,6,email,2026-06-04 06:06:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 56.27%. Precipitação acumulada 6h: 30.12 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10488,1679,1,email_sms,2026-06-04 06:10:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm. Medidas recomendadas associadas ao nível Laranja.,
10489,1679,2,email_sms,2026-06-04 06:07:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm. Medidas recomendadas associadas ao nível Laranja.,
10490,1679,3,email_sms,2026-06-04 06:06:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm. Medidas recomendadas associadas ao nível Laranja.,
10491,1679,4,email_sms,2026-06-04 06:10:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm. Medidas recomendadas associadas ao nível Laranja.,
10492,1679,5,email_sms,2026-06-04 06:06:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm. Medidas recomendadas associadas ao nível Laranja.,
10493,1679,6,email_sms,2026-06-04 06:03:00,confirmada,2026-06-04 06:24:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm. Medidas recomendadas associadas ao nível Laranja.,
10494,1679,7,email_sms,2026-06-04 06:03:00,falhada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm. Medidas recomendadas associadas ao nível Laranja.,Erro simulado no envio.
10495,1680,1,email_sms,2026-06-04 07:03:00,confirmada,2026-06-04 07:29:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm. Medidas recomendadas associadas ao nível Laranja.,
10496,1680,2,email_sms,2026-06-04 07:02:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm. Medidas recomendadas associadas ao nível Laranja.,
10497,1680,3,email_sms,2026-06-04 07:09:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm. Medidas recomendadas associadas ao nível Laranja.,
10498,1680,4,email_sms,2026-06-04 07:07:00,confirmada,2026-06-04 07:23:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm. Medidas recomendadas associadas ao nível Laranja.,
10499,1680,5,email_sms,2026-06-04 07:04:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm. Medidas recomendadas associadas ao nível Laranja.,
10500,1680,6,email_sms,2026-06-04 07:08:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm. Medidas recomendadas associadas ao nível Laranja.,
10501,1680,7,email_sms,2026-06-04 07:10:00,enviada,,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm. Medidas recomendadas associadas ao nível Laranja.,
10502,1681,1,email_sms,2026-06-04 07:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,
10503,1681,2,email_sms,2026-06-04 07:08:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,
10504,1681,3,email_sms,2026-06-04 07:07:00,falhada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,Erro simulado no envio.
10505,1681,4,email_sms,2026-06-04 07:07:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,
10506,1681,5,email_sms,2026-06-04 07:10:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,
10507,1681,6,email_sms,2026-06-04 07:08:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,
10508,1681,7,email_sms,2026-06-04 07:07:00,confirmada,2026-06-04 07:09:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,
10509,1681,8,email_sms,2026-06-04 07:02:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm. Medidas recomendadas associadas ao nível Vermelho.,
10510,1682,1,email,2026-06-04 07:08:00,enviada,,Alerta Verde na área Centro Urbano. Nível máximo de água: 52.73%. Precipitação acumulada 6h: 28.51 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Verde.,
10511,1682,2,email,2026-06-04 07:10:00,confirmada,2026-06-04 07:29:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 52.73%. Precipitação acumulada 6h: 28.51 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Verde.,
10512,1683,1,email_sms,2026-06-04 07:03:00,confirmada,2026-06-04 07:14:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10513,1683,2,email_sms,2026-06-04 07:01:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10514,1683,3,email_sms,2026-06-04 07:05:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10515,1683,4,email_sms,2026-06-04 07:04:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10516,1683,5,email_sms,2026-06-04 07:01:00,confirmada,2026-06-04 07:26:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10517,1683,6,email_sms,2026-06-04 07:02:00,confirmada,2026-06-04 07:22:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10518,1683,7,email_sms,2026-06-04 07:04:00,confirmada,2026-06-04 07:32:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10519,1684,1,email,2026-06-04 08:02:00,confirmada,2026-06-04 08:04:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.19%. Precipitação acumulada 6h: 32.05 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10520,1684,2,email,2026-06-04 08:03:00,confirmada,2026-06-04 08:21:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.19%. Precipitação acumulada 6h: 32.05 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10521,1684,3,email,2026-06-04 08:07:00,confirmada,2026-06-04 08:37:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.19%. Precipitação acumulada 6h: 32.05 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10522,1684,4,email,2026-06-04 08:09:00,confirmada,2026-06-04 08:12:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.19%. Precipitação acumulada 6h: 32.05 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10523,1684,6,email,2026-06-04 08:10:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.19%. Precipitação acumulada 6h: 32.05 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Amarelo.,
10524,1685,1,email_sms,2026-06-04 08:05:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10525,1685,2,email_sms,2026-06-04 08:02:00,confirmada,2026-06-04 08:07:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10526,1685,3,email_sms,2026-06-04 08:05:00,confirmada,2026-06-04 08:21:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10527,1685,4,email_sms,2026-06-04 08:02:00,confirmada,2026-06-04 08:13:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10528,1685,5,email_sms,2026-06-04 08:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10529,1685,6,email_sms,2026-06-04 08:02:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10530,1685,7,email_sms,2026-06-04 08:05:00,confirmada,2026-06-04 08:07:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10531,1685,8,email_sms,2026-06-04 08:05:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm. Medidas recomendadas associadas ao nível Vermelho.,
10532,1686,1,email,2026-06-04 08:01:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.92%. Precipitação acumulada 6h: 40.13 mm. Precipitação prevista 1h: 6.10 mm. Medidas recomendadas associadas ao nível Amarelo.,
10533,1686,2,email,2026-06-04 08:06:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.92%. Precipitação acumulada 6h: 40.13 mm. Precipitação prevista 1h: 6.10 mm. Medidas recomendadas associadas ao nível Amarelo.,
10534,1686,3,email,2026-06-04 08:06:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.92%. Precipitação acumulada 6h: 40.13 mm. Precipitação prevista 1h: 6.10 mm. Medidas recomendadas associadas ao nível Amarelo.,
10535,1686,4,email,2026-06-04 08:07:00,confirmada,2026-06-04 08:14:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.92%. Precipitação acumulada 6h: 40.13 mm. Precipitação prevista 1h: 6.10 mm. Medidas recomendadas associadas ao nível Amarelo.,
10536,1686,6,email,2026-06-04 08:09:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.92%. Precipitação acumulada 6h: 40.13 mm. Precipitação prevista 1h: 6.10 mm. Medidas recomendadas associadas ao nível Amarelo.,
10537,1687,1,email,2026-06-04 09:06:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.40%. Precipitação acumulada 6h: 30.72 mm. Precipitação prevista 1h: 5.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
10538,1687,2,email,2026-06-04 09:07:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.40%. Precipitação acumulada 6h: 30.72 mm. Precipitação prevista 1h: 5.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
10539,1687,3,email,2026-06-04 09:05:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.40%. Precipitação acumulada 6h: 30.72 mm. Precipitação prevista 1h: 5.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
10540,1687,4,email,2026-06-04 09:07:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.40%. Precipitação acumulada 6h: 30.72 mm. Precipitação prevista 1h: 5.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
10541,1687,6,email,2026-06-04 09:03:00,confirmada,2026-06-04 09:25:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.40%. Precipitação acumulada 6h: 30.72 mm. Precipitação prevista 1h: 5.81 mm. Medidas recomendadas associadas ao nível Amarelo.,
10542,1688,1,email_sms,2026-06-04 09:01:00,confirmada,2026-06-04 09:14:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10543,1688,2,email_sms,2026-06-04 09:07:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10544,1688,3,email_sms,2026-06-04 09:02:00,confirmada,2026-06-04 09:31:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10545,1688,4,email_sms,2026-06-04 09:05:00,confirmada,2026-06-04 09:22:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10546,1688,5,email_sms,2026-06-04 09:02:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10547,1688,6,email_sms,2026-06-04 09:07:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10548,1688,7,email_sms,2026-06-04 09:02:00,confirmada,2026-06-04 09:28:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10549,1688,8,email_sms,2026-06-04 09:09:00,confirmada,2026-06-04 09:18:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm. Medidas recomendadas associadas ao nível Vermelho.,
10550,1689,1,email,2026-06-04 09:09:00,confirmada,2026-06-04 09:37:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.42%. Precipitação acumulada 6h: 26.68 mm. Precipitação prevista 1h: 17.55 mm. Medidas recomendadas associadas ao nível Amarelo.,
10551,1689,2,email,2026-06-04 09:02:00,confirmada,2026-06-04 09:12:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.42%. Precipitação acumulada 6h: 26.68 mm. Precipitação prevista 1h: 17.55 mm. Medidas recomendadas associadas ao nível Amarelo.,
10552,1689,3,email,2026-06-04 09:06:00,confirmada,2026-06-04 09:09:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.42%. Precipitação acumulada 6h: 26.68 mm. Precipitação prevista 1h: 17.55 mm. Medidas recomendadas associadas ao nível Amarelo.,
10553,1689,4,email,2026-06-04 09:06:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.42%. Precipitação acumulada 6h: 26.68 mm. Precipitação prevista 1h: 17.55 mm. Medidas recomendadas associadas ao nível Amarelo.,
10554,1689,6,email,2026-06-04 09:05:00,confirmada,2026-06-04 09:17:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.42%. Precipitação acumulada 6h: 26.68 mm. Precipitação prevista 1h: 17.55 mm. Medidas recomendadas associadas ao nível Amarelo.,
10555,1690,1,email_sms,2026-06-04 09:10:00,falhada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm. Medidas recomendadas associadas ao nível Laranja.,Erro simulado no envio.
10556,1690,2,email_sms,2026-06-04 09:06:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10557,1690,3,email_sms,2026-06-04 09:07:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10558,1690,4,email_sms,2026-06-04 09:01:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10559,1690,5,email_sms,2026-06-04 09:01:00,confirmada,2026-06-04 09:12:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10560,1690,6,email_sms,2026-06-04 09:06:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10561,1690,7,email_sms,2026-06-04 09:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm. Medidas recomendadas associadas ao nível Laranja.,
10562,1691,1,email_sms,2026-06-04 10:03:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10563,1691,2,email_sms,2026-06-04 10:04:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10564,1691,3,email_sms,2026-06-04 10:08:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10565,1691,4,email_sms,2026-06-04 10:05:00,confirmada,2026-06-04 10:32:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10566,1691,5,email_sms,2026-06-04 10:06:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10567,1691,6,email_sms,2026-06-04 10:07:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10568,1691,7,email_sms,2026-06-04 10:10:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10569,1691,8,email_sms,2026-06-04 10:07:00,enviada,,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm. Medidas recomendadas associadas ao nível Vermelho.,
10570,1692,1,email_sms,2026-06-04 10:05:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10571,1692,2,email_sms,2026-06-04 10:09:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10572,1692,3,email_sms,2026-06-04 10:05:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10573,1692,4,email_sms,2026-06-04 10:08:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10574,1692,5,email_sms,2026-06-04 10:03:00,confirmada,2026-06-04 10:19:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10575,1692,6,email_sms,2026-06-04 10:03:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10576,1692,7,email_sms,2026-06-04 10:08:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10577,1692,8,email_sms,2026-06-04 10:01:00,confirmada,2026-06-04 10:28:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
10578,1693,1,email,2026-06-04 10:09:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.34%. Precipitação acumulada 6h: 27.85 mm. Precipitação prevista 1h: 13.97 mm. Medidas recomendadas associadas ao nível Amarelo.,
10579,1693,2,email,2026-06-04 10:02:00,confirmada,2026-06-04 10:06:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.34%. Precipitação acumulada 6h: 27.85 mm. Precipitação prevista 1h: 13.97 mm. Medidas recomendadas associadas ao nível Amarelo.,
10580,1693,3,email,2026-06-04 10:06:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.34%. Precipitação acumulada 6h: 27.85 mm. Precipitação prevista 1h: 13.97 mm. Medidas recomendadas associadas ao nível Amarelo.,
10581,1693,4,email,2026-06-04 10:06:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.34%. Precipitação acumulada 6h: 27.85 mm. Precipitação prevista 1h: 13.97 mm. Medidas recomendadas associadas ao nível Amarelo.,
10582,1693,6,email,2026-06-04 10:01:00,confirmada,2026-06-04 10:31:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.34%. Precipitação acumulada 6h: 27.85 mm. Precipitação prevista 1h: 13.97 mm. Medidas recomendadas associadas ao nível Amarelo.,
