idalerta_evidencia,idalerta,idleitura_sensor,idprevisao,tipo_variavel,valor_usado,unidade,limiar_aplicado,contribuicao_para_alerta
4728,1576,,2442,precipitacao_prevista_1h,10.83,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4729,1577,21994,,nivel_agua_percentagem,29.58,%,70/85/90%,Leitura máxima de nível de água na área.
4730,1577,,,precipitacao_acumulada_6h,8.38,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4731,1577,,2444,precipitacao_prevista_1h,11.21,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4732,1578,22000,,nivel_agua_percentagem,65.53,%,70/85/90%,Leitura máxima de nível de água na área.
4733,1578,,,precipitacao_acumulada_6h,31.5,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4734,1578,,2445,precipitacao_prevista_1h,16.72,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4735,1579,22015,,nivel_agua_percentagem,32,%,70/85/90%,Leitura máxima de nível de água na área.
4736,1579,,,precipitacao_acumulada_6h,3.88,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4737,1579,,2447,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4738,1580,22024,,nivel_agua_percentagem,33.92,%,70/85/90%,Leitura máxima de nível de água na área.
4739,1580,,,precipitacao_acumulada_6h,7.83,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4740,1580,,2448,precipitacao_prevista_1h,17.36,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4741,1581,22033,,nivel_agua_percentagem,68.36,%,70/85/90%,Leitura máxima de nível de água na área.
4742,1581,,,precipitacao_acumulada_6h,32.08,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4743,1581,,2449,precipitacao_prevista_1h,16.68,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4744,1582,22066,,nivel_agua_percentagem,52.15,%,70/85/90%,Leitura máxima de nível de água na área.
4745,1582,,,precipitacao_acumulada_6h,32.09,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4746,1582,,2452,precipitacao_prevista_1h,39.26,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4747,1583,22075,,nivel_agua_percentagem,64.05,%,70/85/90%,Leitura máxima de nível de água na área.
4748,1583,,,precipitacao_acumulada_6h,30.19,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4749,1583,,2453,precipitacao_prevista_1h,9.75,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4750,1584,22096,,nivel_agua_percentagem,51.21,%,70/85/90%,Leitura máxima de nível de água na área.
4751,1584,,,precipitacao_acumulada_6h,30.42,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4752,1584,,2456,precipitacao_prevista_1h,14.35,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4753,1585,22111,,nivel_agua_percentagem,61.59,%,70/85/90%,Leitura máxima de nível de água na área.
4754,1585,,,precipitacao_acumulada_6h,30.19,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4755,1585,,2457,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4756,1586,22126,,nivel_agua_percentagem,34.08,%,70/85/90%,Leitura máxima de nível de água na área.
4757,1586,,,precipitacao_acumulada_6h,5.18,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4758,1586,,2459,precipitacao_prevista_1h,20.69,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4759,1587,22135,,nivel_agua_percentagem,53.45,%,70/85/90%,Leitura máxima de nível de água na área.
4760,1587,,,precipitacao_acumulada_6h,30.12,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4761,1587,,2460,precipitacao_prevista_1h,14.55,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4762,1588,22147,,nivel_agua_percentagem,45.14,%,70/85/90%,Leitura máxima de nível de água na área.
4763,1588,,,precipitacao_acumulada_6h,4.07,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4764,1588,,2461,precipitacao_prevista_1h,19.62,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4765,1589,22156,,nivel_agua_percentagem,32.64,%,70/85/90%,Leitura máxima de nível de água na área.
4766,1589,,,precipitacao_acumulada_6h,2.55,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4767,1589,,2462,precipitacao_prevista_1h,13.12,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4768,1590,22183,,nivel_agua_percentagem,42.88,%,70/85/90%,Leitura máxima de nível de água na área.
4769,1590,,,precipitacao_acumulada_6h,4.07,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4770,1590,,2465,precipitacao_prevista_1h,19.43,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4771,1591,22192,,nivel_agua_percentagem,41.39,%,70/85/90%,Leitura máxima de nível de água na área.
4772,1591,,,precipitacao_acumulada_6h,3.45,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4773,1591,,2466,precipitacao_prevista_1h,15.5,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4774,1592,22204,,nivel_agua_percentagem,79.01,%,70/85/90%,Leitura máxima de nível de água na área.
4775,1592,,,precipitacao_acumulada_6h,60.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4776,1592,,2468,precipitacao_prevista_1h,42.77,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4777,1593,22216,,nivel_agua_percentagem,94.88,%,70/85/90%,Leitura máxima de nível de água na área.
4778,1593,,,precipitacao_acumulada_6h,71.01,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4779,1593,,2469,precipitacao_prevista_1h,70,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4780,1594,22222,,nivel_agua_percentagem,41.07,%,70/85/90%,Leitura máxima de nível de água na área.
4781,1594,,,precipitacao_acumulada_6h,4.79,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4782,1594,,2470,precipitacao_prevista_1h,12.85,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4783,1595,22237,,nivel_agua_percentagem,43.29,%,70/85/90%,Leitura máxima de nível de água na área.
4784,1595,,,precipitacao_acumulada_6h,12.87,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4785,1595,,2471,precipitacao_prevista_1h,22.62,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4786,1596,22240,,nivel_agua_percentagem,76.09,%,70/85/90%,Leitura máxima de nível de água na área.
4787,1596,,,precipitacao_acumulada_6h,59.09,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4788,1596,,2472,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4789,1597,22249,,nivel_agua_percentagem,96.6,%,70/85/90%,Leitura máxima de nível de água na área.
4790,1597,,,precipitacao_acumulada_6h,70.43,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4791,1597,,2473,precipitacao_prevista_1h,5.62,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4792,1598,22261,,nivel_agua_percentagem,63.89,%,70/85/90%,Leitura máxima de nível de água na área.
4793,1598,,,precipitacao_acumulada_6h,34.75,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4794,1598,,2474,precipitacao_prevista_1h,33.09,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4795,1599,22270,,nivel_agua_percentagem,52.11,%,70/85/90%,Leitura máxima de nível de água na área.
4796,1599,,,precipitacao_acumulada_6h,26.24,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4797,1599,,2475,precipitacao_prevista_1h,29.98,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4798,1600,22276,,nivel_agua_percentagem,59.29,%,70/85/90%,Leitura máxima de nível de água na área.
4799,1600,,,precipitacao_acumulada_6h,33.36,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4800,1600,,2476,precipitacao_prevista_1h,7.09,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4801,1601,22291,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
4802,1601,,,precipitacao_acumulada_6h,70.75,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4803,1601,,2477,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4804,1602,22300,,nivel_agua_percentagem,69.53,%,70/85/90%,Leitura máxima de nível de água na área.
4805,1602,,,precipitacao_acumulada_6h,37.03,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4806,1602,,2478,precipitacao_prevista_1h,20.67,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4807,1603,22306,,nivel_agua_percentagem,54.64,%,70/85/90%,Leitura máxima de nível de água na área.
4808,1603,,,precipitacao_acumulada_6h,25.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4809,1603,,2479,precipitacao_prevista_1h,17.25,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4810,1604,22312,,nivel_agua_percentagem,51.98,%,70/85/90%,Leitura máxima de nível de água na área.
4811,1604,,,precipitacao_acumulada_6h,32.84,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4812,1604,,2480,precipitacao_prevista_1h,20.5,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4813,1605,22321,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
4814,1605,,,precipitacao_acumulada_6h,71.59,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4815,1605,,2481,precipitacao_prevista_1h,7.48,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4816,1606,22336,,nivel_agua_percentagem,68.98,%,70/85/90%,Leitura máxima de nível de água na área.
4817,1606,,,precipitacao_acumulada_6h,40.36,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4818,1606,,2482,precipitacao_prevista_1h,0.52,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4819,1607,22342,,nivel_agua_percentagem,52.9,%,70/85/90%,Leitura máxima de nível de água na área.
4820,1607,,,precipitacao_acumulada_6h,25.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4821,1607,,2483,precipitacao_prevista_1h,20.73,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4822,1608,22348,,nivel_agua_percentagem,53.24,%,70/85/90%,Leitura máxima de nível de água na área.
4823,1608,,,precipitacao_acumulada_6h,31.61,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4824,1608,,2484,precipitacao_prevista_1h,15.59,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4825,1609,22360,,nivel_agua_percentagem,99.85,%,70/85/90%,Leitura máxima de nível de água na área.
4826,1609,,,precipitacao_acumulada_6h,71.67,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4827,1609,,2485,precipitacao_prevista_1h,8.92,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4828,1610,22372,,nivel_agua_percentagem,69.36,%,70/85/90%,Leitura máxima de nível de água na área.
4829,1610,,,precipitacao_acumulada_6h,41.21,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4830,1610,,2486,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4831,1611,22387,,nivel_agua_percentagem,51.21,%,70/85/90%,Leitura máxima de nível de água na área.
4832,1611,,,precipitacao_acumulada_6h,32.18,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4833,1611,,2488,precipitacao_prevista_1h,5.34,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4834,1612,22399,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
4835,1612,,,precipitacao_acumulada_6h,73.25,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4836,1612,,2489,precipitacao_prevista_1h,2.89,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4837,1613,22408,,nivel_agua_percentagem,70.28,%,70/85/90%,Leitura máxima de nível de água na área.
4838,1613,,,precipitacao_acumulada_6h,41.28,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4839,1613,,2490,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4840,1614,22411,,nivel_agua_percentagem,49.82,%,70/85/90%,Leitura máxima de nível de água na área.
4841,1614,,,precipitacao_acumulada_6h,21.18,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4842,1614,,2491,precipitacao_prevista_1h,11.23,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4843,1615,22444,,nivel_agua_percentagem,72.03,%,70/85/90%,Leitura máxima de nível de água na área.
4844,1615,,,precipitacao_acumulada_6h,40.6,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4845,1615,,2494,precipitacao_prevista_1h,2.4,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4846,1616,22495,,nivel_agua_percentagem,42.29,%,70/85/90%,Leitura máxima de nível de água na área.
4847,1616,,,precipitacao_acumulada_6h,18.48,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4848,1616,,2500,precipitacao_prevista_1h,26.66,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4849,1617,22537,,nivel_agua_percentagem,76.59,%,70/85/90%,Leitura máxima de nível de água na área.
4850,1617,,,precipitacao_acumulada_6h,50,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4851,1617,,2505,precipitacao_prevista_1h,47.32,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4852,1618,22576,,nivel_agua_percentagem,77.53,%,70/85/90%,Leitura máxima de nível de água na área.
4853,1618,,,precipitacao_acumulada_6h,51.53,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4854,1618,,2509,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4855,1619,22594,,nivel_agua_percentagem,32.41,%,70/85/90%,Leitura máxima de nível de água na área.
4856,1619,,,precipitacao_acumulada_6h,6.55,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4857,1619,,2511,precipitacao_prevista_1h,10.78,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4858,1620,22609,,nivel_agua_percentagem,84,%,70/85/90%,Leitura máxima de nível de água na área.
4859,1620,,,precipitacao_acumulada_6h,49.95,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4860,1620,,2513,precipitacao_prevista_1h,8.59,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4861,1621,22630,,nivel_agua_percentagem,64.75,%,70/85/90%,Leitura máxima de nível de água na área.
4862,1621,,,precipitacao_acumulada_6h,43,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4863,1621,,2515,precipitacao_prevista_1h,48.42,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4864,1622,22651,,nivel_agua_percentagem,97.58,%,70/85/90%,Leitura máxima de nível de água na área.
4865,1622,,,precipitacao_acumulada_6h,70.79,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4866,1622,,2517,precipitacao_prevista_1h,17.63,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4867,1623,22663,,nivel_agua_percentagem,66.16,%,70/85/90%,Leitura máxima de nível de água na área.
4868,1623,,,precipitacao_acumulada_6h,43.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4869,1623,,2519,precipitacao_prevista_1h,16.02,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4870,1624,22684,,nivel_agua_percentagem,96.37,%,70/85/90%,Leitura máxima de nível de água na área.
4871,1624,,,precipitacao_acumulada_6h,70.34,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4872,1624,,2521,precipitacao_prevista_1h,1.64,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4873,1625,22696,,nivel_agua_percentagem,40.28,%,70/85/90%,Leitura máxima de nível de água na área.
4874,1625,,,precipitacao_acumulada_6h,4.86,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4875,1625,,2522,precipitacao_prevista_1h,11.67,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4876,1626,22699,,nivel_agua_percentagem,67.78,%,70/85/90%,Leitura máxima de nível de água na área.
4877,1626,,,precipitacao_acumulada_6h,42.19,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4878,1626,,2523,precipitacao_prevista_1h,14.89,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4879,1627,22717,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
4880,1627,,,precipitacao_acumulada_6h,72.35,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4881,1627,,2525,precipitacao_prevista_1h,6.79,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4882,1628,22741,,nivel_agua_percentagem,66.68,%,70/85/90%,Leitura máxima de nível de água na área.
4883,1628,,,precipitacao_acumulada_6h,40.08,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4884,1628,,2527,precipitacao_prevista_1h,4.9,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4885,1629,22762,,nivel_agua_percentagem,43.76,%,70/85/90%,Leitura máxima de nível de água na área.
4886,1629,,,precipitacao_acumulada_6h,10.2,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4887,1629,,2530,precipitacao_prevista_1h,10.58,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4888,1630,22774,,nivel_agua_percentagem,67.24,%,70/85/90%,Leitura máxima de nível de água na área.
4889,1630,,,precipitacao_acumulada_6h,41.75,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4890,1630,,2531,precipitacao_prevista_1h,13.53,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4891,1631,22795,,nivel_agua_percentagem,71.65,%,70/85/90%,Leitura máxima de nível de água na área.
4892,1631,,,precipitacao_acumulada_6h,36.02,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4893,1631,,2533,precipitacao_prevista_1h,4.13,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4894,1632,22801,,nivel_agua_percentagem,44.88,%,70/85/90%,Leitura máxima de nível de água na área.
4895,1632,,,precipitacao_acumulada_6h,11,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4896,1632,,2534,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4897,1633,22807,,nivel_agua_percentagem,64.39,%,70/85/90%,Leitura máxima de nível de água na área.
4898,1633,,,precipitacao_acumulada_6h,42.18,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4899,1633,,2535,precipitacao_prevista_1h,1.22,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4900,1634,22831,,nivel_agua_percentagem,68.72,%,70/85/90%,Leitura máxima de nível de água na área.
4901,1634,,,precipitacao_acumulada_6h,38.66,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4902,1634,,2537,precipitacao_prevista_1h,27.34,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4903,1635,22837,,nivel_agua_percentagem,87.52,%,70/85/90%,Leitura máxima de nível de água na área.
4904,1635,,,precipitacao_acumulada_6h,64.65,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4905,1635,,2538,precipitacao_prevista_1h,57.03,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4906,1636,22870,,nivel_agua_percentagem,91.13,%,70/85/90%,Leitura máxima de nível de água na área.
4907,1636,,,precipitacao_acumulada_6h,67.49,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4908,1636,,2542,precipitacao_prevista_1h,16.17,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4909,1637,22909,,nivel_agua_percentagem,92.88,%,70/85/90%,Leitura máxima de nível de água na área.
4910,1637,,,precipitacao_acumulada_6h,68.42,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4911,1637,,2546,precipitacao_prevista_1h,15.79,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4912,1638,22921,,nivel_agua_percentagem,36.14,%,70/85/90%,Leitura máxima de nível de água na área.
4913,1638,,,precipitacao_acumulada_6h,9.09,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4914,1638,,2547,precipitacao_prevista_1h,2.49,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4915,1639,22945,,nivel_agua_percentagem,82.61,%,70/85/90%,Leitura máxima de nível de água na área.
4916,1639,,,precipitacao_acumulada_6h,58.27,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4917,1639,,2550,precipitacao_prevista_1h,17.96,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4918,1640,22951,,nivel_agua_percentagem,37.59,%,70/85/90%,Leitura máxima de nível de água na área.
4919,1640,,,precipitacao_acumulada_6h,8.63,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4920,1640,,2551,precipitacao_prevista_1h,16.12,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4921,1641,22969,,nivel_agua_percentagem,48.84,%,70/85/90%,Leitura máxima de nível de água na área.
4922,1641,,,precipitacao_acumulada_6h,18.22,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4923,1641,,2553,precipitacao_prevista_1h,18.29,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4924,1642,22984,,nivel_agua_percentagem,89.94,%,70/85/90%,Leitura máxima de nível de água na área.
4925,1642,,,precipitacao_acumulada_6h,58.27,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4926,1642,,2554,precipitacao_prevista_1h,0.27,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4927,1643,22990,,nivel_agua_percentagem,32.14,%,70/85/90%,Leitura máxima de nível de água na área.
4928,1643,,,precipitacao_acumulada_6h,6.97,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4929,1643,,2555,precipitacao_prevista_1h,17.12,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4930,1644,23014,,nivel_agua_percentagem,87.3,%,70/85/90%,Leitura máxima de nível de água na área.
4931,1644,,,precipitacao_acumulada_6h,59.9,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4932,1644,,2558,precipitacao_prevista_1h,19.49,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4933,1645,23035,,nivel_agua_percentagem,27.09,%,70/85/90%,Leitura máxima de nível de água na área.
4934,1645,,,precipitacao_acumulada_6h,4.76,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4935,1645,,2560,precipitacao_prevista_1h,17.9,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4936,1646,23050,,nivel_agua_percentagem,49.6,%,70/85/90%,Leitura máxima de nível de água na área.
4937,1646,,,precipitacao_acumulada_6h,8.46,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4938,1646,,2562,precipitacao_prevista_1h,12.82,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4939,1647,23077,,nivel_agua_percentagem,43.06,%,70/85/90%,Leitura máxima de nível de água na área.
4940,1647,,,precipitacao_acumulada_6h,3.44,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4941,1647,,2565,precipitacao_prevista_1h,19.32,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4942,1648,23092,,nivel_agua_percentagem,41.77,%,70/85/90%,Leitura máxima de nível de água na área.
4943,1648,,,precipitacao_acumulada_6h,5.62,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4944,1648,,2566,precipitacao_prevista_1h,13.26,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4945,1649,23098,,nivel_agua_percentagem,41.4,%,70/85/90%,Leitura máxima de nível de água na área.
4946,1649,,,precipitacao_acumulada_6h,8.05,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4947,1649,,2567,precipitacao_prevista_1h,13.38,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4948,1650,23128,,nivel_agua_percentagem,85.36,%,70/85/90%,Leitura máxima de nível de água na área.
4949,1650,,,precipitacao_acumulada_6h,64.86,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4950,1650,,2570,precipitacao_prevista_1h,42.81,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4951,1651,23143,,nivel_agua_percentagem,33.06,%,70/85/90%,Leitura máxima de nível de água na área.
4952,1651,,,precipitacao_acumulada_6h,6.85,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4953,1651,,2572,precipitacao_prevista_1h,12.87,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4954,1652,23152,,nivel_agua_percentagem,38.83,%,70/85/90%,Leitura máxima de nível de água na área.
4955,1652,,,precipitacao_acumulada_6h,2.47,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4956,1652,,2573,precipitacao_prevista_1h,16.37,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4957,1653,23164,,nivel_agua_percentagem,90.68,%,70/85/90%,Leitura máxima de nível de água na área.
4958,1653,,,precipitacao_acumulada_6h,65.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4959,1653,,2574,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4960,1654,23170,,nivel_agua_percentagem,39,%,70/85/90%,Leitura máxima de nível de água na área.
4961,1654,,,precipitacao_acumulada_6h,10.6,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4962,1654,,2575,precipitacao_prevista_1h,15.2,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4963,1655,23182,,nivel_agua_percentagem,35.01,%,70/85/90%,Leitura máxima de nível de água na área.
4964,1655,,,precipitacao_acumulada_6h,7.03,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4965,1655,,2576,precipitacao_prevista_1h,15.04,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4966,1656,23185,,nivel_agua_percentagem,43.57,%,70/85/90%,Leitura máxima de nível de água na área.
