idleitura_sensor,idsensor,tipo_variavel,valor,unidade,data_observacao,data_registo,qualidade_dado,validada
22502,2,precipitacao_horaria,0,mm,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22503,3,caudal_estimado,45.19,m3/s,2026-06-03 01:00:00,2026-06-03 01:01:00,boa,1
22504,4,nivel_agua_percentagem,39.49,%,2026-06-03 01:00:00,2026-06-03 01:04:00,boa,1
22505,5,precipitacao_horaria,0,mm,2026-06-03 01:00:00,2026-06-03 01:05:00,boa,1
22506,6,caudal_estimado,51.03,m3/s,2026-06-03 01:00:00,2026-06-03 01:05:00,boa,1
22507,7,nivel_agua_percentagem,39.71,%,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22508,8,precipitacao_horaria,0,mm,2026-06-03 01:00:00,2026-06-03 01:05:00,boa,1
22509,9,caudal_estimado,32.16,m3/s,2026-06-03 01:00:00,2026-06-03 01:02:00,boa,1
22510,10,nivel_agua_percentagem,47.76,%,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22511,11,precipitacao_horaria,2.39,mm,2026-06-03 01:00:00,2026-06-03 01:01:00,suspeita,0
22512,12,caudal_estimado,57.23,m3/s,2026-06-03 01:00:00,2026-06-03 01:02:00,boa,1
22513,13,nivel_agua_percentagem,41.93,%,2026-06-03 01:00:00,2026-06-03 01:03:00,boa,1
22514,14,precipitacao_horaria,2.39,mm,2026-06-03 01:00:00,2026-06-03 01:02:00,boa,1
22515,15,caudal_estimado,39.59,m3/s,2026-06-03 01:00:00,2026-06-03 01:01:00,boa,1
22516,16,nivel_agua_percentagem,37.67,%,2026-06-03 01:00:00,2026-06-03 01:04:00,suspeita,0
22517,17,precipitacao_horaria,2.39,mm,2026-06-03 01:00:00,2026-06-03 01:01:00,boa,1
22518,18,caudal_estimado,37.64,m3/s,2026-06-03 01:00:00,2026-06-03 01:01:00,boa,1
22519,19,nivel_agua_percentagem,29.97,%,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22520,20,precipitacao_horaria,3.51,mm,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22521,21,caudal_estimado,27.53,m3/s,2026-06-03 01:00:00,2026-06-03 01:04:00,boa,1
22522,22,nivel_agua_percentagem,33.44,%,2026-06-03 01:00:00,2026-06-03 01:05:00,boa,1
22523,23,precipitacao_horaria,3.51,mm,2026-06-03 01:00:00,2026-06-03 01:02:00,suspeita,0
22524,24,caudal_estimado,42.24,m3/s,2026-06-03 01:00:00,2026-06-03 01:03:00,boa,1
22525,25,nivel_agua_percentagem,36.78,%,2026-06-03 01:00:00,2026-06-03 01:03:00,boa,1
22526,26,precipitacao_horaria,3.51,mm,2026-06-03 01:00:00,2026-06-03 01:04:00,boa,1
22527,27,caudal_estimado,28.67,m3/s,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22528,28,nivel_agua_percentagem,43.91,%,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22529,29,precipitacao_horaria,0.69,mm,2026-06-03 01:00:00,2026-06-03 01:04:00,boa,1
22530,30,caudal_estimado,47.52,m3/s,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22531,31,nivel_agua_percentagem,34.17,%,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22532,32,precipitacao_horaria,0.69,mm,2026-06-03 01:00:00,2026-06-03 01:02:00,boa,1
22533,33,caudal_estimado,25.28,m3/s,2026-06-03 01:00:00,2026-06-03 01:01:00,boa,1
22534,34,nivel_agua_percentagem,38.76,%,2026-06-03 01:00:00,2026-06-03 01:05:00,boa,1
22535,35,precipitacao_horaria,0.69,mm,2026-06-03 01:00:00,2026-06-03 01:03:00,suspeita,0
22536,36,caudal_estimado,49.89,m3/s,2026-06-03 01:00:00,2026-06-03 01:00:00,boa,1
22537,1,nivel_agua_percentagem,76.59,%,2026-06-03 02:00:00,2026-06-03 02:02:00,boa,1
22538,2,precipitacao_horaria,45.44,mm,2026-06-03 02:00:00,2026-06-03 02:03:00,suspeita,0
22539,3,caudal_estimado,79.94,m3/s,2026-06-03 02:00:00,2026-06-03 02:03:00,boa,1
22540,4,nivel_agua_percentagem,72.86,%,2026-06-03 02:00:00,2026-06-03 02:04:00,boa,1
22541,5,precipitacao_horaria,45.44,mm,2026-06-03 02:00:00,2026-06-03 02:02:00,boa,1
22542,6,caudal_estimado,68.13,m3/s,2026-06-03 02:00:00,2026-06-03 02:04:00,boa,1
22543,7,nivel_agua_percentagem,69.9,%,2026-06-03 02:00:00,2026-06-03 02:02:00,boa,1
22544,8,precipitacao_horaria,45.44,mm,2026-06-03 02:00:00,2026-06-03 02:01:00,boa,1
22545,9,caudal_estimado,66.07,m3/s,2026-06-03 02:00:00,2026-06-03 02:00:00,boa,1
22546,10,nivel_agua_percentagem,46.49,%,2026-06-03 02:00:00,2026-06-03 02:01:00,boa,1
22547,11,precipitacao_horaria,2.42,mm,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22548,12,caudal_estimado,36.58,m3/s,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22549,13,nivel_agua_percentagem,40.83,%,2026-06-03 02:00:00,2026-06-03 02:00:00,boa,1
22550,14,precipitacao_horaria,2.42,mm,2026-06-03 02:00:00,2026-06-03 02:02:00,boa,1
22551,15,caudal_estimado,36.83,m3/s,2026-06-03 02:00:00,2026-06-03 02:03:00,boa,1
22552,16,nivel_agua_percentagem,39.29,%,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22553,17,precipitacao_horaria,2.42,mm,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22554,18,caudal_estimado,31.44,m3/s,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22555,19,nivel_agua_percentagem,29.38,%,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22556,20,precipitacao_horaria,0.73,mm,2026-06-03 02:00:00,2026-06-03 02:02:00,suspeita,0
22557,21,caudal_estimado,17.96,m3/s,2026-06-03 02:00:00,2026-06-03 02:02:00,boa,1
22558,22,nivel_agua_percentagem,36.48,%,2026-06-03 02:00:00,2026-06-03 02:00:00,boa,1
22559,23,precipitacao_horaria,0.73,mm,2026-06-03 02:00:00,2026-06-03 02:04:00,boa,1
22560,24,caudal_estimado,47.14,m3/s,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22561,25,nivel_agua_percentagem,35.11,%,2026-06-03 02:00:00,2026-06-03 02:01:00,boa,1
22562,26,precipitacao_horaria,0.73,mm,2026-06-03 02:00:00,2026-06-03 02:03:00,boa,1
22563,27,caudal_estimado,47.26,m3/s,2026-06-03 02:00:00,2026-06-03 02:01:00,boa,1
22564,28,nivel_agua_percentagem,37.15,%,2026-06-03 02:00:00,2026-06-03 02:03:00,boa,1
22565,29,precipitacao_horaria,0,mm,2026-06-03 02:00:00,2026-06-03 02:03:00,boa,1
22566,30,caudal_estimado,27.57,m3/s,2026-06-03 02:00:00,2026-06-03 02:02:00,boa,1
22567,31,nivel_agua_percentagem,42.09,%,2026-06-03 02:00:00,2026-06-03 02:00:00,boa,1
22568,32,precipitacao_horaria,0,mm,2026-06-03 02:00:00,2026-06-03 02:00:00,boa,1
22569,33,caudal_estimado,37.19,m3/s,2026-06-03 02:00:00,2026-06-03 02:01:00,boa,1
22570,34,nivel_agua_percentagem,38.91,%,2026-06-03 02:00:00,2026-06-03 02:02:00,boa,1
22571,35,precipitacao_horaria,0,mm,2026-06-03 02:00:00,2026-06-03 02:02:00,suspeita,0
22572,36,caudal_estimado,45.5,m3/s,2026-06-03 02:00:00,2026-06-03 02:05:00,boa,1
22573,1,nivel_agua_percentagem,75.51,%,2026-06-03 03:00:00,2026-06-03 03:00:00,boa,1
22574,2,precipitacao_horaria,3.07,mm,2026-06-03 03:00:00,2026-06-03 03:00:00,boa,1
22575,3,caudal_estimado,60.35,m3/s,2026-06-03 03:00:00,2026-06-03 03:01:00,boa,1
22576,4,nivel_agua_percentagem,77.53,%,2026-06-03 03:00:00,2026-06-03 03:00:00,boa,1
22577,5,precipitacao_horaria,3.07,mm,2026-06-03 03:00:00,2026-06-03 03:04:00,boa,1
22578,6,caudal_estimado,63.38,m3/s,2026-06-03 03:00:00,2026-06-03 03:05:00,boa,1
22579,7,nivel_agua_percentagem,75.21,%,2026-06-03 03:00:00,2026-06-03 03:04:00,boa,1
22580,8,precipitacao_horaria,3.07,mm,2026-06-03 03:00:00,2026-06-03 03:01:00,boa,1
22581,9,caudal_estimado,47.56,m3/s,2026-06-03 03:00:00,2026-06-03 03:00:00,boa,1
22582,10,nivel_agua_percentagem,42.49,%,2026-06-03 03:00:00,2026-06-03 03:01:00,boa,1
22583,11,precipitacao_horaria,0,mm,2026-06-03 03:00:00,2026-06-03 03:05:00,boa,1
22584,12,caudal_estimado,35.08,m3/s,2026-06-03 03:00:00,2026-06-03 03:02:00,boa,1
22585,13,nivel_agua_percentagem,36.34,%,2026-06-03 03:00:00,2026-06-03 03:03:00,boa,1
22586,14,precipitacao_horaria,0,mm,2026-06-03 03:00:00,2026-06-03 03:01:00,suspeita,0
22587,15,caudal_estimado,45.88,m3/s,2026-06-03 03:00:00,2026-06-03 03:03:00,boa,1
22588,16,nivel_agua_percentagem,33.85,%,2026-06-03 03:00:00,2026-06-03 03:01:00,boa,1
22589,17,precipitacao_horaria,0,mm,2026-06-03 03:00:00,2026-06-03 03:03:00,suspeita,0
22590,18,caudal_estimado,33.47,m3/s,2026-06-03 03:00:00,2026-06-03 03:01:00,boa,1
22591,19,nivel_agua_percentagem,28.78,%,2026-06-03 03:00:00,2026-06-03 03:01:00,boa,1
22592,20,precipitacao_horaria,0.31,mm,2026-06-03 03:00:00,2026-06-03 03:01:00,suspeita,0
22593,21,caudal_estimado,27.59,m3/s,2026-06-03 03:00:00,2026-06-03 03:04:00,boa,1
22594,22,nivel_agua_percentagem,32.41,%,2026-06-03 03:00:00,2026-06-03 03:05:00,boa,1
22595,23,precipitacao_horaria,0.31,mm,2026-06-03 03:00:00,2026-06-03 03:05:00,boa,1
22596,24,caudal_estimado,31.38,m3/s,2026-06-03 03:00:00,2026-06-03 03:02:00,boa,1
22597,25,nivel_agua_percentagem,30.46,%,2026-06-03 03:00:00,2026-06-03 03:02:00,boa,1
22598,26,precipitacao_horaria,0.31,mm,2026-06-03 03:00:00,2026-06-03 03:03:00,boa,1
22599,27,caudal_estimado,23.71,m3/s,2026-06-03 03:00:00,2026-06-03 03:03:00,boa,1
22600,28,nivel_agua_percentagem,38.79,%,2026-06-03 03:00:00,2026-06-03 03:04:00,boa,1
22601,29,precipitacao_horaria,0,mm,2026-06-03 03:00:00,2026-06-03 03:00:00,boa,1
22602,30,caudal_estimado,32.56,m3/s,2026-06-03 03:00:00,2026-06-03 03:03:00,boa,1
22603,31,nivel_agua_percentagem,43.18,%,2026-06-03 03:00:00,2026-06-03 03:04:00,boa,1
22604,32,precipitacao_horaria,0,mm,2026-06-03 03:00:00,2026-06-03 03:04:00,boa,1
22605,33,caudal_estimado,39.34,m3/s,2026-06-03 03:00:00,2026-06-03 03:01:00,boa,1
22606,34,nivel_agua_percentagem,47.49,%,2026-06-03 03:00:00,2026-06-03 03:00:00,boa,1
22607,35,precipitacao_horaria,0,mm,2026-06-03 03:00:00,2026-06-03 03:04:00,boa,1
22608,36,caudal_estimado,31.7,m3/s,2026-06-03 03:00:00,2026-06-03 03:00:00,boa,1
22609,1,nivel_agua_percentagem,84,%,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22610,2,precipitacao_horaria,0,mm,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22611,3,caudal_estimado,79.38,m3/s,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22612,4,nivel_agua_percentagem,70.81,%,2026-06-03 04:00:00,2026-06-03 04:02:00,boa,1
22613,5,precipitacao_horaria,0,mm,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22614,6,caudal_estimado,94.92,m3/s,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22615,7,nivel_agua_percentagem,76.37,%,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22616,8,precipitacao_horaria,0,mm,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22617,9,caudal_estimado,81.27,m3/s,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22618,10,nivel_agua_percentagem,41.47,%,2026-06-03 04:00:00,2026-06-03 04:02:00,boa,1
22619,11,precipitacao_horaria,0.05,mm,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22620,12,caudal_estimado,38.09,m3/s,2026-06-03 04:00:00,2026-06-03 04:02:00,boa,1
22621,13,nivel_agua_percentagem,32.47,%,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22622,14,precipitacao_horaria,0.05,mm,2026-06-03 04:00:00,2026-06-03 04:02:00,boa,1
22623,15,caudal_estimado,27.14,m3/s,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22624,16,nivel_agua_percentagem,30.77,%,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22625,17,precipitacao_horaria,0.05,mm,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22626,18,caudal_estimado,27.96,m3/s,2026-06-03 04:00:00,2026-06-03 04:03:00,boa,1
22627,19,nivel_agua_percentagem,53.98,%,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22628,20,precipitacao_horaria,36.45,mm,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22629,21,caudal_estimado,55.23,m3/s,2026-06-03 04:00:00,2026-06-03 04:00:00,suspeita,0
22630,22,nivel_agua_percentagem,64.75,%,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22631,23,precipitacao_horaria,36.45,mm,2026-06-03 04:00:00,2026-06-03 04:04:00,boa,1
22632,24,caudal_estimado,76.7,m3/s,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22633,25,nivel_agua_percentagem,62.66,%,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22634,26,precipitacao_horaria,36.45,mm,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22635,27,caudal_estimado,64.08,m3/s,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22636,28,nivel_agua_percentagem,31.19,%,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22637,29,precipitacao_horaria,0,mm,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22638,30,caudal_estimado,20.94,m3/s,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22639,31,nivel_agua_percentagem,38.78,%,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22640,32,precipitacao_horaria,0,mm,2026-06-03 04:00:00,2026-06-03 04:01:00,boa,1
22641,33,caudal_estimado,37.07,m3/s,2026-06-03 04:00:00,2026-06-03 04:00:00,boa,1
22642,34,nivel_agua_percentagem,40.16,%,2026-06-03 04:00:00,2026-06-03 04:05:00,boa,1
22643,35,precipitacao_horaria,0,mm,2026-06-03 04:00:00,2026-06-03 04:00:00,suspeita,0
22644,36,caudal_estimado,26.41,m3/s,2026-06-03 04:00:00,2026-06-03 04:00:00,suspeita,0
22645,1,nivel_agua_percentagem,89.66,%,2026-06-03 05:00:00,2026-06-03 05:01:00,boa,1
22646,2,precipitacao_horaria,20.84,mm,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22647,3,caudal_estimado,113.35,m3/s,2026-06-03 05:00:00,2026-06-03 05:02:00,boa,1
22648,4,nivel_agua_percentagem,92.54,%,2026-06-03 05:00:00,2026-06-03 05:00:00,suspeita,0
22649,5,precipitacao_horaria,20.84,mm,2026-06-03 05:00:00,2026-06-03 05:04:00,boa,1
22650,6,caudal_estimado,97.3,m3/s,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22651,7,nivel_agua_percentagem,97.58,%,2026-06-03 05:00:00,2026-06-03 05:02:00,boa,1
22652,8,precipitacao_horaria,20.84,mm,2026-06-03 05:00:00,2026-06-03 05:02:00,boa,1
22653,9,caudal_estimado,85.45,m3/s,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22654,10,nivel_agua_percentagem,34.59,%,2026-06-03 05:00:00,2026-06-03 05:01:00,boa,1
22655,11,precipitacao_horaria,0,mm,2026-06-03 05:00:00,2026-06-03 05:04:00,boa,1
22656,12,caudal_estimado,39.89,m3/s,2026-06-03 05:00:00,2026-06-03 05:01:00,boa,1
22657,13,nivel_agua_percentagem,39.47,%,2026-06-03 05:00:00,2026-06-03 05:01:00,boa,1
22658,14,precipitacao_horaria,0,mm,2026-06-03 05:00:00,2026-06-03 05:00:00,boa,1
22659,15,caudal_estimado,37.52,m3/s,2026-06-03 05:00:00,2026-06-03 05:05:00,boa,1
22660,16,nivel_agua_percentagem,37.13,%,2026-06-03 05:00:00,2026-06-03 05:04:00,boa,1
22661,17,precipitacao_horaria,0,mm,2026-06-03 05:00:00,2026-06-03 05:05:00,boa,1
22662,18,caudal_estimado,26.73,m3/s,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22663,19,nivel_agua_percentagem,66.16,%,2026-06-03 05:00:00,2026-06-03 05:01:00,boa,1
22664,20,precipitacao_horaria,1.19,mm,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22665,21,caudal_estimado,54.81,m3/s,2026-06-03 05:00:00,2026-06-03 05:02:00,boa,1
22666,22,nivel_agua_percentagem,64.45,%,2026-06-03 05:00:00,2026-06-03 05:00:00,boa,1
22667,23,precipitacao_horaria,1.19,mm,2026-06-03 05:00:00,2026-06-03 05:02:00,boa,1
22668,24,caudal_estimado,75.28,m3/s,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22669,25,nivel_agua_percentagem,63.38,%,2026-06-03 05:00:00,2026-06-03 05:04:00,boa,1
22670,26,precipitacao_horaria,1.19,mm,2026-06-03 05:00:00,2026-06-03 05:01:00,boa,1
22671,27,caudal_estimado,70.62,m3/s,2026-06-03 05:00:00,2026-06-03 05:00:00,boa,1
22672,28,nivel_agua_percentagem,36,%,2026-06-03 05:00:00,2026-06-03 05:01:00,suspeita,0
22673,29,precipitacao_horaria,0,mm,2026-06-03 05:00:00,2026-06-03 05:05:00,boa,1
22674,30,caudal_estimado,45.11,m3/s,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22675,31,nivel_agua_percentagem,38.28,%,2026-06-03 05:00:00,2026-06-03 05:00:00,boa,1
22676,32,precipitacao_horaria,0,mm,2026-06-03 05:00:00,2026-06-03 05:05:00,boa,1
22677,33,caudal_estimado,44.2,m3/s,2026-06-03 05:00:00,2026-06-03 05:01:00,boa,1
22678,34,nivel_agua_percentagem,36.3,%,2026-06-03 05:00:00,2026-06-03 05:03:00,boa,1
22679,35,precipitacao_horaria,0,mm,2026-06-03 05:00:00,2026-06-03 05:04:00,boa,1
22680,36,caudal_estimado,47.83,m3/s,2026-06-03 05:00:00,2026-06-03 05:05:00,boa,1
22681,1,nivel_agua_percentagem,94.79,%,2026-06-03 06:00:00,2026-06-03 06:03:00,boa,1
22682,2,precipitacao_horaria,0.99,mm,2026-06-03 06:00:00,2026-06-03 06:00:00,suspeita,0
22683,3,caudal_estimado,116.34,m3/s,2026-06-03 06:00:00,2026-06-03 06:00:00,boa,1
22684,4,nivel_agua_percentagem,96.37,%,2026-06-03 06:00:00,2026-06-03 06:02:00,boa,1
22685,5,precipitacao_horaria,0.99,mm,2026-06-03 06:00:00,2026-06-03 06:02:00,boa,1
22686,6,caudal_estimado,96,m3/s,2026-06-03 06:00:00,2026-06-03 06:03:00,boa,1
22687,7,nivel_agua_percentagem,91.33,%,2026-06-03 06:00:00,2026-06-03 06:05:00,boa,1
22688,8,precipitacao_horaria,0.99,mm,2026-06-03 06:00:00,2026-06-03 06:00:00,boa,1
22689,9,caudal_estimado,95.5,m3/s,2026-06-03 06:00:00,2026-06-03 06:03:00,boa,1
22690,10,nivel_agua_percentagem,29.6,%,2026-06-03 06:00:00,2026-06-03 06:04:00,boa,1
22691,11,precipitacao_horaria,0,mm,2026-06-03 06:00:00,2026-06-03 06:04:00,boa,1
22692,12,caudal_estimado,21.19,m3/s,2026-06-03 06:00:00,2026-06-03 06:04:00,boa,1
22693,13,nivel_agua_percentagem,35.39,%,2026-06-03 06:00:00,2026-06-03 06:02:00,boa,1
22694,14,precipitacao_horaria,0,mm,2026-06-03 06:00:00,2026-06-03 06:04:00,boa,1
22695,15,caudal_estimado,31.79,m3/s,2026-06-03 06:00:00,2026-06-03 06:01:00,boa,1
22696,16,nivel_agua_percentagem,40.28,%,2026-06-03 06:00:00,2026-06-03 06:00:00,boa,1
22697,17,precipitacao_horaria,0,mm,2026-06-03 06:00:00,2026-06-03 06:03:00,boa,1
22698,18,caudal_estimado,37.32,m3/s,2026-06-03 06:00:00,2026-06-03 06:05:00,boa,1
22699,19,nivel_agua_percentagem,67.78,%,2026-06-03 06:00:00,2026-06-03 06:02:00,boa,1
22700,20,precipitacao_horaria,0,mm,2026-06-03 06:00:00,2026-06-03 06:01:00,boa,1
22701,21,caudal_estimado,50.64,m3/s,2026-06-03 06:00:00,2026-06-03 06:01:00,boa,1
22702,22,nivel_agua_percentagem,62.87,%,2026-06-03 06:00:00,2026-06-03 06:03:00,boa,1
22703,23,precipitacao_horaria,0,mm,2026-06-03 06:00:00,2026-06-03 06:01:00,boa,1
22704,24,caudal_estimado,76.72,m3/s,2026-06-03 06:00:00,2026-06-03 06:00:00,boa,1
22705,25,nivel_agua_percentagem,62.3,%,2026-06-03 06:00:00,2026-06-03 06:04:00,boa,1
22706,26,precipitacao_horaria,0,mm,2026-06-03 06:00:00,2026-06-03 06:02:00,boa,1
22707,27,caudal_estimado,79.33,m3/s,2026-06-03 06:00:00,2026-06-03 06:01:00,suspeita,0
22708,28,nivel_agua_percentagem,29.48,%,2026-06-03 06:00:00,2026-06-03 06:03:00,suspeita,0
22709,29,precipitacao_horaria,1.76,mm,2026-06-03 06:00:00,2026-06-03 06:03:00,boa,1
22710,30,caudal_estimado,21.64,m3/s,2026-06-03 06:00:00,2026-06-03 06:00:00,boa,1
22711,31,nivel_agua_percentagem,23.93,%,2026-06-03 06:00:00,2026-06-03 06:02:00,boa,1
22712,32,precipitacao_horaria,1.76,mm,2026-06-03 06:00:00,2026-06-03 06:02:00,boa,1
22713,33,caudal_estimado,31.24,m3/s,2026-06-03 06:00:00,2026-06-03 06:04:00,boa,1
22714,34,nivel_agua_percentagem,25.39,%,2026-06-03 06:00:00,2026-06-03 06:01:00,boa,1
22715,35,precipitacao_horaria,1.76,mm,2026-06-03 06:00:00,2026-06-03 06:02:00,suspeita,0
22716,36,caudal_estimado,34.15,m3/s,2026-06-03 06:00:00,2026-06-03 06:03:00,boa,1
22717,1,nivel_agua_percentagem,100,%,2026-06-03 07:00:00,2026-06-03 07:00:00,boa,1
22718,2,precipitacao_horaria,2.01,mm,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22719,3,caudal_estimado,64.88,m3/s,2026-06-03 07:00:00,2026-06-03 07:03:00,boa,1
22720,4,nivel_agua_percentagem,100,%,2026-06-03 07:00:00,2026-06-03 07:03:00,suspeita,0
22721,5,precipitacao_horaria,2.01,mm,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22722,6,caudal_estimado,65.82,m3/s,2026-06-03 07:00:00,2026-06-03 07:03:00,boa,1
22723,7,nivel_agua_percentagem,96.4,%,2026-06-03 07:00:00,2026-06-03 07:02:00,suspeita,0
22724,8,precipitacao_horaria,2.01,mm,2026-06-03 07:00:00,2026-06-03 07:00:00,boa,1
22725,9,caudal_estimado,60.47,m3/s,2026-06-03 07:00:00,2026-06-03 07:03:00,boa,1
22726,10,nivel_agua_percentagem,40.55,%,2026-06-03 07:00:00,2026-06-03 07:01:00,boa,1
22727,11,precipitacao_horaria,10.15,mm,2026-06-03 07:00:00,2026-06-03 07:03:00,boa,1
22728,12,caudal_estimado,47.73,m3/s,2026-06-03 07:00:00,2026-06-03 07:04:00,boa,1
22729,13,nivel_agua_percentagem,40.15,%,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22730,14,precipitacao_horaria,10.15,mm,2026-06-03 07:00:00,2026-06-03 07:01:00,boa,1
22731,15,caudal_estimado,36.85,m3/s,2026-06-03 07:00:00,2026-06-03 07:00:00,boa,1
22732,16,nivel_agua_percentagem,39.51,%,2026-06-03 07:00:00,2026-06-03 07:01:00,boa,1
22733,17,precipitacao_horaria,10.15,mm,2026-06-03 07:00:00,2026-06-03 07:00:00,boa,1
22734,18,caudal_estimado,47.62,m3/s,2026-06-03 07:00:00,2026-06-03 07:01:00,boa,1
22735,19,nivel_agua_percentagem,60.84,%,2026-06-03 07:00:00,2026-06-03 07:00:00,boa,1
22736,20,precipitacao_horaria,1.4,mm,2026-06-03 07:00:00,2026-06-03 07:01:00,boa,1
22737,21,caudal_estimado,47.29,m3/s,2026-06-03 07:00:00,2026-06-03 07:00:00,boa,1
22738,22,nivel_agua_percentagem,61.94,%,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22739,23,precipitacao_horaria,1.4,mm,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22740,24,caudal_estimado,68.96,m3/s,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22741,25,nivel_agua_percentagem,66.68,%,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22742,26,precipitacao_horaria,1.4,mm,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22743,27,caudal_estimado,73.91,m3/s,2026-06-03 07:00:00,2026-06-03 07:04:00,boa,1
22744,28,nivel_agua_percentagem,24.06,%,2026-06-03 07:00:00,2026-06-03 07:04:00,boa,1
22745,29,precipitacao_horaria,1.53,mm,2026-06-03 07:00:00,2026-06-03 07:05:00,boa,1
22746,30,caudal_estimado,30.08,m3/s,2026-06-03 07:00:00,2026-06-03 07:03:00,boa,1
22747,31,nivel_agua_percentagem,28.56,%,2026-06-03 07:00:00,2026-06-03 07:01:00,boa,1
22748,32,precipitacao_horaria,1.53,mm,2026-06-03 07:00:00,2026-06-03 07:01:00,boa,1
22749,33,caudal_estimado,37.57,m3/s,2026-06-03 07:00:00,2026-06-03 07:02:00,boa,1
22750,34,nivel_agua_percentagem,32.21,%,2026-06-03 07:00:00,2026-06-03 07:00:00,boa,1
22751,35,precipitacao_horaria,1.53,mm,2026-06-03 07:00:00,2026-06-03 07:03:00,boa,1
22752,36,caudal_estimado,32.56,m3/s,2026-06-03 07:00:00,2026-06-03 07:03:00,suspeita,0
22753,1,nivel_agua_percentagem,57.76,%,2026-06-03 08:00:00,2026-06-03 08:01:00,boa,1
22754,2,precipitacao_horaria,0,mm,2026-06-03 08:00:00,2026-06-03 08:01:00,boa,1
22755,3,caudal_estimado,61.5,m3/s,2026-06-03 08:00:00,2026-06-03 08:02:00,boa,1
22756,4,nivel_agua_percentagem,66.13,%,2026-06-03 08:00:00,2026-06-03 08:03:00,boa,1
22757,5,precipitacao_horaria,0,mm,2026-06-03 08:00:00,2026-06-03 08:05:00,suspeita,0
22758,6,caudal_estimado,81.65,m3/s,2026-06-03 08:00:00,2026-06-03 08:05:00,boa,1
22759,7,nivel_agua_percentagem,62.52,%,2026-06-03 08:00:00,2026-06-03 08:02:00,boa,1
22760,8,precipitacao_horaria,0,mm,2026-06-03 08:00:00,2026-06-03 08:01:00,suspeita,0
22761,9,caudal_estimado,56.23,m3/s,2026-06-03 08:00:00,2026-06-03 08:04:00,boa,1
22762,10,nivel_agua_percentagem,43.76,%,2026-06-03 08:00:00,2026-06-03 08:03:00,boa,1
22763,11,precipitacao_horaria,0,mm,2026-06-03 08:00:00,2026-06-03 08:01:00,suspeita,0
