idalerta,idplano_acao,estado,responsavel,data_inicio,data_conclusao,observacoes
1433,4,em_execucao,Operador Municipal,2026-05-30 19:18:00,,
1434,1,concluido,Operador Municipal,2026-05-30 19:27:00,2026-05-30 21:49:00,
1434,2,pendente,Operador Municipal,,,Ação ainda não iniciada.
1435,5,em_execucao,Operador Municipal,2026-05-30 20:12:00,,
1435,6,concluido,Operador Municipal,2026-05-30 20:10:00,2026-05-30 23:07:00,
1435,7,em_execucao,Operador Municipal,2026-05-30 20:27:00,,
1435,8,concluido,Operador Municipal,2026-05-30 20:06:00,2026-05-30 21:54:00,
1436,5,concluido,Operador Municipal,2026-05-30 21:07:00,2026-05-30 22:01:00,
1436,6,em_execucao,Operador Municipal,2026-05-30 21:12:00,,
1436,7,concluido,Operador Municipal,2026-05-30 21:26:00,2026-05-30 23:34:00,
1436,8,concluido,Operador Municipal,2026-05-30 21:25:00,2026-05-31 00:22:00,
1437,5,em_execucao,Operador Municipal,2026-05-30 22:26:00,,
1437,6,em_execucao,Operador Municipal,2026-05-30 22:23:00,,
1437,7,em_execucao,Operador Municipal,2026-05-30 22:07:00,,
1437,8,concluido,Operador Municipal,2026-05-30 22:30:00,2026-05-31 00:35:00,
1438,1,em_execucao,Operador Municipal,2026-05-30 22:12:00,,
1438,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1438,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1439,5,em_execucao,Operador Municipal,2026-05-30 23:12:00,,
1439,6,concluido,Operador Municipal,2026-05-30 23:18:00,2026-05-31 00:34:00,
1439,7,em_execucao,Operador Municipal,2026-05-30 23:12:00,,
1439,8,concluido,Operador Municipal,2026-05-30 23:16:00,2026-05-31 01:54:00,
1440,3,em_execucao,Operador Municipal,2026-05-31 00:27:00,,
1440,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1440,6,em_execucao,Operador Municipal,2026-05-31 00:16:00,,
1441,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1441,6,em_execucao,Operador Municipal,2026-05-31 00:12:00,,
1441,7,concluido,Operador Municipal,2026-05-31 00:29:00,2026-05-31 02:22:00,
1441,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
1442,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1442,3,concluido,Operador Municipal,2026-05-31 00:27:00,2026-05-31 01:03:00,
1442,4,concluido,Operador Municipal,2026-05-31 00:09:00,2026-05-31 02:48:00,
1443,3,concluido,Operador Municipal,2026-05-31 01:20:00,2026-05-31 03:36:00,
1443,5,em_execucao,Operador Municipal,2026-05-31 01:25:00,,
1443,6,em_execucao,Operador Municipal,2026-05-31 01:17:00,,
1444,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1444,6,em_execucao,Operador Municipal,2026-05-31 01:26:00,,
1444,7,concluido,Operador Municipal,2026-05-31 01:28:00,2026-05-31 04:26:00,
1444,8,concluido,Operador Municipal,2026-05-31 01:14:00,2026-05-31 04:11:00,
1445,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1445,5,em_execucao,Operador Municipal,2026-05-31 01:21:00,,
1445,6,em_execucao,Operador Municipal,2026-05-31 01:19:00,,
1446,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1446,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1446,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1447,3,em_execucao,Operador Municipal,2026-05-31 02:13:00,,
1447,5,concluido,Operador Municipal,2026-05-31 02:21:00,2026-05-31 03:50:00,
1447,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1448,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1448,3,concluido,Operador Municipal,2026-05-31 02:19:00,2026-05-31 04:16:00,
1448,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1449,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1449,5,em_execucao,Operador Municipal,2026-05-31 02:18:00,,
1449,6,concluido,Operador Municipal,2026-05-31 02:28:00,2026-05-31 03:43:00,
1450,3,concluido,Operador Municipal,2026-05-31 03:30:00,2026-05-31 04:32:00,
1450,5,concluido,Operador Municipal,2026-05-31 03:08:00,2026-05-31 03:44:00,
1450,6,em_execucao,Operador Municipal,2026-05-31 03:19:00,,
1451,5,em_execucao,Operador Municipal,2026-05-31 03:12:00,,
1451,6,em_execucao,Operador Municipal,2026-05-31 03:19:00,,
1451,7,concluido,Operador Municipal,2026-05-31 03:15:00,2026-05-31 06:09:00,
1451,8,concluido,Operador Municipal,2026-05-31 03:16:00,2026-05-31 05:56:00,
1452,5,em_execucao,Operador Municipal,2026-05-31 03:28:00,,
1452,6,em_execucao,Operador Municipal,2026-05-31 03:12:00,,
1452,7,em_execucao,Operador Municipal,2026-05-31 03:27:00,,
1452,8,concluido,Operador Municipal,2026-05-31 03:20:00,2026-05-31 04:33:00,
1453,3,concluido,Operador Municipal,2026-05-31 04:23:00,2026-05-31 05:57:00,
1453,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1453,6,em_execucao,Operador Municipal,2026-05-31 04:17:00,,
1454,3,em_execucao,Operador Municipal,2026-05-31 04:20:00,,
1454,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1454,6,concluido,Operador Municipal,2026-05-31 04:29:00,2026-05-31 05:43:00,
1455,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1455,6,em_execucao,Operador Municipal,2026-05-31 04:11:00,,
1455,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1455,8,concluido,Operador Municipal,2026-05-31 04:26:00,2026-05-31 06:18:00,
1456,1,em_execucao,Operador Municipal,2026-05-31 04:23:00,,
1456,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1456,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1457,3,em_execucao,Operador Municipal,2026-05-31 05:17:00,,
1457,5,em_execucao,Operador Municipal,2026-05-31 05:05:00,,
1457,6,concluido,Operador Municipal,2026-05-31 05:26:00,2026-05-31 06:34:00,
1458,5,concluido,Operador Municipal,2026-05-31 05:26:00,2026-05-31 07:12:00,
1458,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1458,7,concluido,Operador Municipal,2026-05-31 05:19:00,2026-05-31 07:51:00,
1458,8,concluido,Operador Municipal,2026-05-31 05:29:00,2026-05-31 07:00:00,
1459,3,concluido,Operador Municipal,2026-05-31 05:14:00,2026-05-31 05:49:00,
1459,5,em_execucao,Operador Municipal,2026-05-31 05:12:00,,
1459,6,em_execucao,Operador Municipal,2026-05-31 05:09:00,,
1460,1,em_execucao,Operador Municipal,2026-05-31 06:07:00,,
1460,2,concluido,Operador Municipal,2026-05-31 06:19:00,2026-05-31 06:54:00,
1461,3,em_execucao,Operador Municipal,2026-05-31 06:08:00,,
1461,5,concluido,Operador Municipal,2026-05-31 06:29:00,2026-05-31 09:05:00,
1461,6,em_execucao,Operador Municipal,2026-05-31 06:16:00,,
1462,3,em_execucao,Operador Municipal,2026-05-31 06:22:00,,
1462,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1462,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1463,1,em_execucao,Operador Municipal,2026-05-31 07:12:00,,
1463,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1463,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1464,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1464,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1464,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1465,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1465,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1465,4,concluido,Operador Municipal,2026-05-31 08:28:00,2026-05-31 11:02:00,
1466,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1466,3,em_execucao,Operador Municipal,2026-05-31 08:23:00,,
1466,4,em_execucao,Operador Municipal,2026-05-31 08:19:00,,
1467,1,em_execucao,Operador Municipal,2026-05-31 08:19:00,,
1467,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1467,4,concluido,Operador Municipal,2026-05-31 08:29:00,2026-05-31 11:19:00,
1468,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1468,3,concluido,Operador Municipal,2026-05-31 08:25:00,2026-05-31 10:31:00,
1468,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1469,1,em_execucao,Operador Municipal,2026-05-31 09:27:00,,
1469,2,concluido,Operador Municipal,2026-05-31 09:23:00,2026-05-31 11:26:00,
1470,1,concluido,Operador Municipal,2026-05-31 10:20:00,2026-05-31 12:59:00,
1470,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1470,4,concluido,Operador Municipal,2026-05-31 10:08:00,2026-05-31 11:45:00,
1471,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1471,3,em_execucao,Operador Municipal,2026-05-31 10:17:00,,
1471,4,concluido,Operador Municipal,2026-05-31 10:05:00,2026-05-31 11:28:00,
1472,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1472,6,em_execucao,Operador Municipal,2026-05-31 11:13:00,,
1472,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1472,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
1473,1,em_execucao,Operador Municipal,2026-05-31 11:14:00,,
1473,3,em_execucao,Operador Municipal,2026-05-31 11:21:00,,
1473,4,em_execucao,Operador Municipal,2026-05-31 11:29:00,,
1474,3,concluido,Operador Municipal,2026-05-31 12:13:00,2026-05-31 13:50:00,
1474,5,em_execucao,Operador Municipal,2026-05-31 12:25:00,,
1474,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1475,5,concluido,Operador Municipal,2026-05-31 12:05:00,2026-05-31 13:23:00,
1475,6,concluido,Operador Municipal,2026-05-31 12:16:00,2026-05-31 14:39:00,
1475,7,concluido,Operador Municipal,2026-05-31 12:26:00,2026-05-31 14:20:00,
1475,8,concluido,Operador Municipal,2026-05-31 12:25:00,2026-05-31 13:58:00,
1476,3,concluido,Operador Municipal,2026-05-31 12:16:00,2026-05-31 15:11:00,
1476,5,em_execucao,Operador Municipal,2026-05-31 12:19:00,,
1476,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1477,3,em_execucao,Operador Municipal,2026-05-31 13:12:00,,
1477,5,concluido,Operador Municipal,2026-05-31 13:21:00,2026-05-31 16:13:00,
1477,6,em_execucao,Operador Municipal,2026-05-31 13:23:00,,
1478,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1478,6,concluido,Operador Municipal,2026-05-31 14:30:00,2026-05-31 17:15:00,
1478,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1478,8,concluido,Operador Municipal,2026-05-31 14:15:00,2026-05-31 15:10:00,
1479,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1479,6,concluido,Operador Municipal,2026-05-31 14:05:00,2026-05-31 16:43:00,
1479,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1479,8,em_execucao,Operador Municipal,2026-05-31 14:15:00,,
1480,3,concluido,Operador Municipal,2026-05-31 15:16:00,2026-05-31 17:14:00,
1480,5,concluido,Operador Municipal,2026-05-31 15:12:00,2026-05-31 17:08:00,
1480,6,concluido,Operador Municipal,2026-05-31 15:06:00,2026-05-31 17:49:00,
1481,3,concluido,Operador Municipal,2026-05-31 15:27:00,2026-05-31 16:13:00,
1481,5,em_execucao,Operador Municipal,2026-05-31 15:14:00,,
1481,6,concluido,Operador Municipal,2026-05-31 15:10:00,2026-05-31 16:29:00,
1482,5,concluido,Operador Municipal,2026-05-31 15:24:00,2026-05-31 16:20:00,
1482,6,concluido,Operador Municipal,2026-05-31 15:14:00,2026-05-31 17:42:00,
1482,7,em_execucao,Operador Municipal,2026-05-31 15:24:00,,
1482,8,concluido,Operador Municipal,2026-05-31 15:25:00,2026-05-31 18:02:00,
1483,3,concluido,Operador Municipal,2026-05-31 16:28:00,2026-05-31 18:10:00,
1483,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1483,6,em_execucao,Operador Municipal,2026-05-31 16:12:00,,
1484,1,concluido,Operador Municipal,2026-05-31 16:07:00,2026-05-31 17:55:00,
1484,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1484,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1485,5,concluido,Operador Municipal,2026-05-31 16:14:00,2026-05-31 18:51:00,
1485,6,concluido,Operador Municipal,2026-05-31 16:14:00,2026-05-31 17:30:00,
1485,7,concluido,Operador Municipal,2026-05-31 16:16:00,2026-05-31 18:03:00,
1485,8,concluido,Operador Municipal,2026-05-31 16:25:00,2026-05-31 17:04:00,
1486,3,em_execucao,Operador Municipal,2026-05-31 17:08:00,,
1486,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1486,6,em_execucao,Operador Municipal,2026-05-31 17:05:00,,
1487,1,em_execucao,Operador Municipal,2026-05-31 17:23:00,,
1487,3,em_execucao,Operador Municipal,2026-05-31 17:10:00,,
1487,4,concluido,Operador Municipal,2026-05-31 17:17:00,2026-05-31 19:44:00,
1488,3,concluido,Operador Municipal,2026-05-31 17:17:00,2026-05-31 19:32:00,
1488,5,concluido,Operador Municipal,2026-05-31 17:26:00,2026-05-31 19:15:00,
1488,6,em_execucao,Operador Municipal,2026-05-31 17:08:00,,
1489,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1489,3,concluido,Operador Municipal,2026-05-31 17:30:00,2026-05-31 18:22:00,
1489,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1490,3,em_execucao,Operador Municipal,2026-05-31 18:18:00,,
1490,5,em_execucao,Operador Municipal,2026-05-31 18:14:00,,
1490,6,em_execucao,Operador Municipal,2026-05-31 18:19:00,,
1491,3,concluido,Operador Municipal,2026-05-31 18:17:00,2026-05-31 20:51:00,
1491,5,concluido,Operador Municipal,2026-05-31 18:14:00,2026-05-31 20:26:00,
1491,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1492,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1492,3,concluido,Operador Municipal,2026-05-31 18:28:00,2026-05-31 19:32:00,
1492,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1493,1,em_execucao,Operador Municipal,2026-05-31 19:19:00,,
1493,3,em_execucao,Operador Municipal,2026-05-31 19:25:00,,
1493,4,em_execucao,Operador Municipal,2026-05-31 19:27:00,,
1494,1,concluido,Operador Municipal,2026-05-31 19:26:00,2026-05-31 20:15:00,
1494,3,concluido,Operador Municipal,2026-05-31 19:05:00,2026-05-31 20:31:00,
1494,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1495,3,concluido,Operador Municipal,2026-05-31 19:29:00,2026-05-31 21:26:00,
1495,5,concluido,Operador Municipal,2026-05-31 19:29:00,2026-05-31 22:28:00,
1495,6,concluido,Operador Municipal,2026-05-31 19:20:00,2026-05-31 20:25:00,
1496,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1496,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1496,4,em_execucao,Operador Municipal,2026-05-31 20:28:00,,
1497,3,concluido,Operador Municipal,2026-05-31 21:19:00,2026-05-31 22:12:00,
1497,5,em_execucao,Operador Municipal,2026-05-31 21:29:00,,
1497,6,em_execucao,Operador Municipal,2026-05-31 21:20:00,,
1498,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1498,3,concluido,Operador Municipal,2026-05-31 21:08:00,2026-05-31 23:12:00,
1498,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1499,3,em_execucao,Operador Municipal,2026-05-31 23:29:00,,
1499,5,em_execucao,Operador Municipal,2026-05-31 23:21:00,,
1499,6,concluido,Operador Municipal,2026-05-31 23:30:00,2026-06-01 00:43:00,
1500,3,em_execucao,Operador Municipal,2026-06-01 00:09:00,,
1500,5,em_execucao,Operador Municipal,2026-06-01 00:22:00,,
1500,6,concluido,Operador Municipal,2026-06-01 00:18:00,2026-06-01 01:43:00,
1501,1,em_execucao,Operador Municipal,2026-06-01 00:18:00,,
1501,3,em_execucao,Operador Municipal,2026-06-01 00:16:00,,
1501,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1502,5,em_execucao,Operador Municipal,2026-06-01 01:11:00,,
1502,6,concluido,Operador Municipal,2026-06-01 01:26:00,2026-06-01 02:37:00,
1502,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1502,8,concluido,Operador Municipal,2026-06-01 01:05:00,2026-06-01 04:05:00,
1503,3,concluido,Operador Municipal,2026-06-01 01:18:00,2026-06-01 01:53:00,
1503,5,concluido,Operador Municipal,2026-06-01 01:25:00,2026-06-01 03:27:00,
1503,6,concluido,Operador Municipal,2026-06-01 01:10:00,2026-06-01 02:43:00,
1504,5,em_execucao,Operador Municipal,2026-06-01 02:29:00,,
1504,6,em_execucao,Operador Municipal,2026-06-01 02:07:00,,
1504,7,em_execucao,Operador Municipal,2026-06-01 02:13:00,,
1504,8,concluido,Operador Municipal,2026-06-01 02:05:00,2026-06-01 04:56:00,
1505,3,em_execucao,Operador Municipal,2026-06-01 02:19:00,,
1505,5,em_execucao,Operador Municipal,2026-06-01 02:24:00,,
1505,6,concluido,Operador Municipal,2026-06-01 02:13:00,2026-06-01 03:32:00,
1506,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1506,5,em_execucao,Operador Municipal,2026-06-01 02:11:00,,
1506,6,em_execucao,Operador Municipal,2026-06-01 02:17:00,,
1507,3,concluido,Operador Municipal,2026-06-01 02:24:00,2026-06-01 03:17:00,
1507,5,concluido,Operador Municipal,2026-06-01 02:28:00,2026-06-01 04:54:00,
1507,6,concluido,Operador Municipal,2026-06-01 02:28:00,2026-06-01 03:43:00,
1508,5,concluido,Operador Municipal,2026-06-01 03:17:00,2026-06-01 05:22:00,
1508,6,em_execucao,Operador Municipal,2026-06-01 03:06:00,,
1508,7,concluido,Operador Municipal,2026-06-01 03:20:00,2026-06-01 03:52:00,
1508,8,em_execucao,Operador Municipal,2026-06-01 03:08:00,,
1509,1,em_execucao,Operador Municipal,2026-06-01 03:19:00,,
1509,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1509,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1510,5,concluido,Operador Municipal,2026-06-01 03:09:00,2026-06-01 06:01:00,
1510,6,em_execucao,Operador Municipal,2026-06-01 03:19:00,,
1510,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
1510,8,em_execucao,Operador Municipal,2026-06-01 03:08:00,,
1511,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1511,5,em_execucao,Operador Municipal,2026-06-01 03:05:00,,
1511,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1512,5,em_execucao,Operador Municipal,2026-06-01 04:23:00,,
1512,6,concluido,Operador Municipal,2026-06-01 04:11:00,2026-06-01 06:49:00,
1512,7,concluido,Operador Municipal,2026-06-01 04:14:00,2026-06-01 04:46:00,
1512,8,concluido,Operador Municipal,2026-06-01 04:16:00,2026-06-01 06:49:00,
1513,3,concluido,Operador Municipal,2026-06-01 04:11:00,2026-06-01 06:15:00,
1513,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1513,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1514,5,concluido,Operador Municipal,2026-06-01 04:20:00,2026-06-01 05:46:00,
1514,6,concluido,Operador Municipal,2026-06-01 04:12:00,2026-06-01 05:07:00,
1514,7,em_execucao,Operador Municipal,2026-06-01 04:22:00,,
1514,8,concluido,Operador Municipal,2026-06-01 04:20:00,2026-06-01 05:39:00,
1515,3,concluido,Operador Municipal,2026-06-01 04:27:00,2026-06-01 06:26:00,
1515,5,concluido,Operador Municipal,2026-06-01 04:07:00,2026-06-01 06:10:00,
1515,6,concluido,Operador Municipal,2026-06-01 04:22:00,2026-06-01 05:35:00,
1516,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1516,6,em_execucao,Operador Municipal,2026-06-01 05:08:00,,
1516,7,em_execucao,Operador Municipal,2026-06-01 05:23:00,,
1516,8,em_execucao,Operador Municipal,2026-06-01 05:28:00,,
1517,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1517,3,em_execucao,Operador Municipal,2026-06-01 05:23:00,,
1517,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1518,5,concluido,Operador Municipal,2026-06-01 05:28:00,2026-06-01 06:35:00,
1518,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
1518,7,em_execucao,Operador Municipal,2026-06-01 05:22:00,,
1518,8,concluido,Operador Municipal,2026-06-01 05:15:00,2026-06-01 07:29:00,
1519,3,em_execucao,Operador Municipal,2026-06-01 05:27:00,,
1519,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1519,6,concluido,Operador Municipal,2026-06-01 05:16:00,2026-06-01 07:23:00,
1520,5,concluido,Operador Municipal,2026-06-01 06:17:00,2026-06-01 08:42:00,
1520,6,concluido,Operador Municipal,2026-06-01 06:13:00,2026-06-01 07:40:00,
1520,7,em_execucao,Operador Municipal,2026-06-01 06:22:00,,
1520,8,em_execucao,Operador Municipal,2026-06-01 06:07:00,,
1521,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
1521,6,concluido,Operador Municipal,2026-06-01 06:25:00,2026-06-01 09:12:00,
1521,7,em_execucao,Operador Municipal,2026-06-01 06:15:00,,
1521,8,concluido,Operador Municipal,2026-06-01 06:30:00,2026-06-01 07:53:00,
1522,3,concluido,Operador Municipal,2026-06-01 06:26:00,2026-06-01 07:51:00,
1522,5,concluido,Operador Municipal,2026-06-01 06:22:00,2026-06-01 07:51:00,
1522,6,concluido,Operador Municipal,2026-06-01 06:21:00,2026-06-01 08:07:00,
1523,5,concluido,Operador Municipal,2026-06-01 07:13:00,2026-06-01 08:01:00,
1523,6,concluido,Operador Municipal,2026-06-01 07:06:00,2026-06-01 08:28:00,
1523,7,concluido,Operador Municipal,2026-06-01 07:06:00,2026-06-01 08:46:00,
1523,8,em_execucao,Operador Municipal,2026-06-01 07:30:00,,
1524,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1524,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1524,4,concluido,Operador Municipal,2026-06-01 07:08:00,2026-06-01 08:33:00,
1525,5,concluido,Operador Municipal,2026-06-01 07:17:00,2026-06-01 08:25:00,
1525,6,concluido,Operador Municipal,2026-06-01 07:17:00,2026-06-01 10:09:00,
1525,7,concluido,Operador Municipal,2026-06-01 07:25:00,2026-06-01 10:10:00,
1525,8,concluido,Operador Municipal,2026-06-01 07:06:00,2026-06-01 08:50:00,
1526,3,em_execucao,Operador Municipal,2026-06-01 07:08:00,,
1526,5,concluido,Operador Municipal,2026-06-01 07:11:00,2026-06-01 08:42:00,
1526,6,em_execucao,Operador Municipal,2026-06-01 07:11:00,,
1527,1,concluido,Operador Municipal,2026-06-01 08:22:00,2026-06-01 10:57:00,
1527,3,em_execucao,Operador Municipal,2026-06-01 08:24:00,,
1527,4,em_execucao,Operador Municipal,2026-06-01 08:17:00,,
1528,5,em_execucao,Operador Municipal,2026-06-01 08:10:00,,
1528,6,concluido,Operador Municipal,2026-06-01 08:13:00,2026-06-01 09:18:00,
1528,7,concluido,Operador Municipal,2026-06-01 08:08:00,2026-06-01 09:23:00,
1528,8,concluido,Operador Municipal,2026-06-01 08:21:00,2026-06-01 11:06:00,
1529,5,concluido,Operador Municipal,2026-06-01 08:26:00,2026-06-01 09:00:00,
1529,6,em_execucao,Operador Municipal,2026-06-01 08:06:00,,
1529,7,concluido,Operador Municipal,2026-06-01 08:13:00,2026-06-01 09:40:00,
1529,8,concluido,Operador Municipal,2026-06-01 08:16:00,2026-06-01 09:58:00,
1530,3,em_execucao,Operador Municipal,2026-06-01 09:10:00,,
1530,5,concluido,Operador Municipal,2026-06-01 09:28:00,2026-06-01 10:45:00,
1530,6,concluido,Operador Municipal,2026-06-01 09:09:00,2026-06-01 09:40:00,
1531,1,em_execucao,Operador Municipal,2026-06-01 09:11:00,,
1531,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1531,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1532,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1532,5,concluido,Operador Municipal,2026-06-01 10:25:00,2026-06-01 11:12:00,
1532,6,em_execucao,Operador Municipal,2026-06-01 10:13:00,,
1533,3,em_execucao,Operador Municipal,2026-06-01 11:18:00,,
1533,5,em_execucao,Operador Municipal,2026-06-01 11:13:00,,
1533,6,concluido,Operador Municipal,2026-06-01 11:07:00,2026-06-01 12:42:00,
1534,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1534,3,concluido,Operador Municipal,2026-06-01 11:25:00,2026-06-01 13:18:00,
1534,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1535,3,em_execucao,Operador Municipal,2026-06-01 11:13:00,,
1535,5,em_execucao,Operador Municipal,2026-06-01 11:30:00,,
1535,6,em_execucao,Operador Municipal,2026-06-01 11:28:00,,
1536,3,em_execucao,Operador Municipal,2026-06-01 12:18:00,,
1536,5,em_execucao,Operador Municipal,2026-06-01 12:30:00,,
1536,6,em_execucao,Operador Municipal,2026-06-01 12:13:00,,
1537,1,concluido,Operador Municipal,2026-06-01 14:16:00,2026-06-01 16:39:00,
1537,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1537,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1538,3,concluido,Operador Municipal,2026-06-01 14:06:00,2026-06-01 16:19:00,
1538,5,em_execucao,Operador Municipal,2026-06-01 14:25:00,,
1538,6,concluido,Operador Municipal,2026-06-01 14:16:00,2026-06-01 16:08:00,
1539,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1539,3,concluido,Operador Municipal,2026-06-01 15:28:00,2026-06-01 17:57:00,
1539,4,concluido,Operador Municipal,2026-06-01 15:15:00,2026-06-01 17:46:00,
1540,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1540,3,concluido,Operador Municipal,2026-06-01 15:20:00,2026-06-01 17:04:00,
1540,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1541,1,concluido,Operador Municipal,2026-06-01 15:25:00,2026-06-01 16:59:00,
1541,3,em_execucao,Operador Municipal,2026-06-01 15:16:00,,
1541,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1542,1,em_execucao,Operador Municipal,2026-06-01 16:08:00,,
1542,3,concluido,Operador Municipal,2026-06-01 16:25:00,2026-06-01 18:21:00,
1542,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1543,3,em_execucao,Operador Municipal,2026-06-01 16:09:00,,
1543,5,em_execucao,Operador Municipal,2026-06-01 16:05:00,,
1543,6,concluido,Operador Municipal,2026-06-01 16:24:00,2026-06-01 17:09:00,
1544,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1544,3,concluido,Operador Municipal,2026-06-01 17:17:00,2026-06-01 19:21:00,
1544,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1545,1,em_execucao,Operador Municipal,2026-06-01 17:15:00,,
1545,3,em_execucao,Operador Municipal,2026-06-01 17:07:00,,
1545,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1546,1,em_execucao,Operador Municipal,2026-06-01 17:25:00,,
1546,3,concluido,Operador Municipal,2026-06-01 17:20:00,2026-06-01 18:29:00,
1546,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
1547,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1547,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1547,4,concluido,Operador Municipal,2026-06-01 18:21:00,2026-06-01 19:46:00,
1548,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
1548,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
1548,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
