idalerta,idnivel_alerta,idarea_risco,idinfraestrutura_urbana,data_alerta,descricao,score_risco,estado
1499,3,2,4,2026-05-31 23:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 65.04%. Precipitação acumulada 6h: 39.68 mm. Precipitação prevista 1h: 33.22 mm.,49.48,ativo
1500,3,2,4,2026-06-01 00:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 66.14%. Precipitação acumulada 6h: 39.68 mm. Precipitação prevista 1h: 21.88 mm.,47.14,ativo
1501,2,3,9,2026-06-01 00:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 34.55%. Precipitação acumulada 6h: 2.29 mm. Precipitação prevista 1h: 19.68 mm.,21.15,registado
1502,4,1,2,2026-06-01 01:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 69.20%. Precipitação acumulada 6h: 35.69 mm. Precipitação prevista 1h: 44.03 mm.,52.85,ativo
1503,3,2,4,2026-06-01 01:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 70.83%. Precipitação acumulada 6h: 38.07 mm. Precipitação prevista 1h: 4.59 mm.,44.44,ativo
1504,4,1,1,2026-06-01 02:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 98.83 mm. Precipitação prevista 1h: 69.01 mm.,84,ativo
1505,3,2,6,2026-06-01 02:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 65.92%. Precipitação acumulada 6h: 35.31 mm. Precipitação prevista 1h: 17.82 mm.,44.71,ativo
1506,3,3,7,2026-06-01 02:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.75%. Precipitação acumulada 6h: 39.07 mm. Precipitação prevista 1h: 32.49 mm.,47.63,ativo
1507,3,4,11,2026-06-01 02:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 32.52%. Precipitação acumulada 6h: 3.61 mm. Precipitação prevista 1h: 22.20 mm.,21.27,ativo
1508,4,1,1,2026-06-01 03:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 98.49 mm. Precipitação prevista 1h: 4.62 mm.,70.16,ativo
1509,2,2,6,2026-06-01 03:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 35.31 mm. Precipitação prevista 1h: 6.55 mm.,41.14,registado
1510,4,3,8,2026-06-01 03:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 99.75%. Precipitação acumulada 6h: 83.40 mm. Precipitação prevista 1h: 44.24 mm.,79.95,ativo
1511,3,4,10,2026-06-01 03:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 49.72%. Precipitação acumulada 6h: 33.17 mm. Precipitação prevista 1h: 33.73 mm.,40.76,ativo
1512,4,1,1,2026-06-01 04:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 100.79 mm. Precipitação prevista 1h: 24.71 mm.,75.18,ativo
1513,3,2,5,2026-06-01 04:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 63.70%. Precipitação acumulada 6h: 33.34 mm. Precipitação prevista 1h: 28.53 mm.,45.8,ativo
1514,4,3,7,2026-06-01 04:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 83.40 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1515,3,4,12,2026-06-01 04:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 60.81%. Precipitação acumulada 6h: 44.04 mm. Precipitação prevista 1h: 8.14 mm.,42.61,ativo
1516,4,1,1,2026-06-01 05:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 100.89 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1517,2,2,6,2026-06-01 05:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 44.04%. Precipitação acumulada 6h: 0.80 mm. Precipitação prevista 1h: 10.19 mm.,22.61,registado
1518,4,3,7,2026-06-01 05:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 83.56 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1519,3,4,11,2026-06-01 05:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.59%. Precipitação acumulada 6h: 44.27 mm. Precipitação prevista 1h: 0.00 mm.,42.35,ativo
1520,4,1,1,2026-06-01 06:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 100.89 mm. Precipitação prevista 1h: 6.21 mm.,70.55,ativo
1521,4,3,7,2026-06-01 06:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 129.12 mm. Precipitação prevista 1h: 35.22 mm.,77.81,ativo
1522,3,4,10,2026-06-01 06:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 67.26%. Precipitação acumulada 6h: 45.19 mm. Precipitação prevista 1h: 3.40 mm.,44.67,ativo
1523,4,1,1,2026-06-01 07:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 99.06%. Precipitação acumulada 6h: 69.18 mm. Precipitação prevista 1h: 14.14 mm.,68.87,ativo
1524,2,2,4,2026-06-01 07:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 40.05%. Precipitação acumulada 6h: 1.90 mm. Precipitação prevista 1h: 10.66 mm.,21.26,registado
1525,4,3,7,2026-06-01 07:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 126.95 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1526,3,4,11,2026-06-01 07:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.51%. Precipitação acumulada 6h: 45.53 mm. Precipitação prevista 1h: 7.69 mm.,45.51,ativo
1527,2,2,4,2026-06-01 08:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 38.28%. Precipitação acumulada 6h: 1.90 mm. Precipitação prevista 1h: 13.30 mm.,21.12,registado
1528,4,3,7,2026-06-01 08:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.99 mm. Precipitação prevista 1h: 11.59 mm.,71.9,ativo
1529,4,4,11,2026-06-01 08:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 86.37%. Precipitação acumulada 6h: 61.95 mm. Precipitação prevista 1h: 9.80 mm.,59.9,ativo
1530,3,3,7,2026-06-01 09:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 72.92%. Precipitação acumulada 6h: 47.32 mm. Precipitação prevista 1h: 9.66 mm.,49.43,ativo
1531,2,4,12,2026-06-01 09:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 56.13%. Precipitação acumulada 6h: 33.98 mm. Precipitação prevista 1h: 5.83 mm.,36.91,registado
1532,3,3,9,2026-06-01 10:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.86%. Precipitação acumulada 6h: 47.32 mm. Precipitação prevista 1h: 0.85 mm.,47.65,ativo
1533,3,1,2,2026-06-01 11:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 40.43%. Precipitação acumulada 6h: 1.74 mm. Precipitação prevista 1h: 21.60 mm.,24.12,ativo
1534,2,2,6,2026-06-01 11:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 37.47%. Precipitação acumulada 6h: 3.41 mm. Precipitação prevista 1h: 18.35 mm.,22.47,registado
1535,3,3,7,2026-06-01 11:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 71.56%. Precipitação acumulada 6h: 47.44 mm. Precipitação prevista 1h: 0.00 mm.,46.43,ativo
1536,3,4,10,2026-06-01 12:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 50.66%. Precipitação acumulada 6h: 24.63 mm. Precipitação prevista 1h: 23.39 mm.,36.03,ativo
1537,2,2,6,2026-06-01 14:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 34.46%. Precipitação acumulada 6h: 2.06 mm. Precipitação prevista 1h: 10.29 mm.,18.7,registado
1538,3,4,10,2026-06-01 14:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 36.11%. Precipitação acumulada 6h: 8.06 mm. Precipitação prevista 1h: 26.95 mm.,25.41,ativo
1539,2,1,2,2026-06-01 15:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 38.16%. Precipitação acumulada 6h: 1.11 mm. Precipitação prevista 1h: 12.43 mm.,20.61,registado
1540,2,3,7,2026-06-01 15:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 30.91%. Precipitação acumulada 6h: 1.76 mm. Precipitação prevista 1h: 20.67 mm.,19.61,registado
1541,2,4,12,2026-06-01 15:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 33.93%. Precipitação acumulada 6h: 4.55 mm. Precipitação prevista 1h: 14.49 mm.,20.26,registado
1542,2,2,5,2026-06-01 16:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 28.24%. Precipitação acumulada 6h: 1.38 mm. Precipitação prevista 1h: 10.48 mm.,15.74,registado
1543,3,3,7,2026-06-01 16:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 32.66%. Precipitação acumulada 6h: 3.31 mm. Precipitação prevista 1h: 29.02 mm.,22.95,ativo
1544,2,1,1,2026-06-01 17:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 43.33%. Precipitação acumulada 6h: 3.44 mm. Precipitação prevista 1h: 16.50 mm.,24.66,registado
1545,2,2,6,2026-06-01 17:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 34.23%. Precipitação acumulada 6h: 2.77 mm. Precipitação prevista 1h: 11.14 mm.,19.02,registado
1546,2,4,12,2026-06-01 17:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 45.21%. Precipitação acumulada 6h: 24.24 mm. Precipitação prevista 1h: 15.44 mm.,31.48,registado
1547,2,1,1,2026-06-01 18:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 39.33%. Precipitação acumulada 6h: 2.49 mm. Precipitação prevista 1h: 10.44 mm.,21.06,registado
1548,2,3,7,2026-06-01 18:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 33.15%. Precipitação acumulada 6h: 2.48 mm. Precipitação prevista 1h: 10.37 mm.,18.25,registado
1549,2,4,11,2026-06-01 18:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.59%. Precipitação acumulada 6h: 22.97 mm. Precipitação prevista 1h: 13.13 mm.,32.04,registado
1550,1,4,12,2026-06-01 19:00:00,Alerta Verde na área Zona Industrial. Nível máximo de água: 49.80%. Precipitação acumulada 6h: 22.62 mm. Precipitação prevista 1h: 9.46 mm.,31.56,registado
1551,2,1,3,2026-06-01 20:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 54.02%. Precipitação acumulada 6h: 20.55 mm. Precipitação prevista 1h: 15.70 mm.,34.4,registado
1552,2,1,3,2026-06-01 21:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 50.46%. Precipitação acumulada 6h: 20.42 mm. Precipitação prevista 1h: 12.03 mm.,31.84,registado
1553,2,3,7,2026-06-01 22:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 38.87%. Precipitação acumulada 6h: 2.71 mm. Precipitação prevista 1h: 11.21 mm.,21.11,registado
1554,2,4,12,2026-06-01 22:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 47.18%. Precipitação acumulada 6h: 21.76 mm. Precipitação prevista 1h: 15.37 mm.,31.6,registado
1555,3,3,7,2026-06-01 23:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 54.21%. Precipitação acumulada 6h: 30.42 mm. Precipitação prevista 1h: 20.99 mm.,38.77,ativo
1556,2,4,10,2026-06-01 23:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 30.21%. Precipitação acumulada 6h: 4.67 mm. Precipitação prevista 1h: 15.11 mm.,18.77,registado
1557,3,3,9,2026-06-02 00:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 70.23%. Precipitação acumulada 6h: 44.95 mm. Precipitação prevista 1h: 2.06 mm.,45.6,ativo
1558,2,2,6,2026-06-02 01:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 36.95%. Precipitação acumulada 6h: 6.87 mm. Precipitação prevista 1h: 17.39 mm.,23.04,registado
1559,3,3,7,2026-06-02 01:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 68.80%. Precipitação acumulada 6h: 45.04 mm. Precipitação prevista 1h: 10.67 mm.,47.14,ativo
1560,2,1,3,2026-06-02 02:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 35.81%. Precipitação acumulada 6h: 2.13 mm. Precipitação prevista 1h: 10.54 mm.,19.39,registado
1561,2,2,6,2026-06-02 02:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 44.11%. Precipitação acumulada 6h: 5.15 mm. Precipitação prevista 1h: 12.58 mm.,24.54,registado
1562,3,3,9,2026-06-02 02:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.38%. Precipitação acumulada 6h: 45.04 mm. Precipitação prevista 1h: 3.10 mm.,44.61,ativo
1563,1,4,11,2026-06-02 02:00:00,Alerta Verde na área Zona Industrial. Nível máximo de água: 37.55%. Precipitação acumulada 6h: 8.09 mm. Precipitação prevista 1h: 0.00 mm.,19.32,registado
1564,4,3,7,2026-06-02 03:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 95.63%. Precipitação acumulada 6h: 79.42 mm. Precipitação prevista 1h: 38.65 mm.,76.52,ativo
1565,2,1,2,2026-06-02 04:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 34.98%. Precipitação acumulada 6h: 1.45 mm. Precipitação prevista 1h: 16.99 mm.,20.42,registado
1566,3,2,5,2026-06-02 04:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 45.72%. Precipitação acumulada 6h: 18.78 mm. Precipitação prevista 1h: 32.62 mm.,34.36,ativo
1567,4,3,9,2026-06-02 04:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 95.94%. Precipitação acumulada 6h: 78.90 mm. Precipitação prevista 1h: 1.75 mm.,67.28,ativo
1568,3,3,7,2026-06-02 05:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 75.84%. Precipitação acumulada 6h: 51.55 mm. Precipitação prevista 1h: 0.00 mm.,49.59,ativo
1569,2,3,8,2026-06-02 06:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 65.09%. Precipitação acumulada 6h: 37.02 mm. Precipitação prevista 1h: 0.77 mm.,40.59,registado
1570,2,1,1,2026-06-02 07:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 44.78%. Precipitação acumulada 6h: 6.52 mm. Precipitação prevista 1h: 18.20 mm.,26.66,registado
1571,3,2,4,2026-06-02 07:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 49.82%. Precipitação acumulada 6h: 18.38 mm. Precipitação prevista 1h: 22.08 mm.,33.45,ativo
1572,2,3,8,2026-06-02 07:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 62.45%. Precipitação acumulada 6h: 39.12 mm. Precipitação prevista 1h: 0.25 mm.,39.9,registado
1573,2,3,9,2026-06-02 08:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 62.32%. Precipitação acumulada 6h: 39.12 mm. Precipitação prevista 1h: 0.00 mm.,39.78,registado
1574,3,1,1,2026-06-02 09:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 60.53%. Precipitação acumulada 6h: 32.65 mm. Precipitação prevista 1h: 37.86 mm.,46.5,ativo
1575,2,1,3,2026-06-02 10:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.22%. Precipitação acumulada 6h: 32.65 mm. Precipitação prevista 1h: 7.14 mm.,41.83,registado
1576,2,2,5,2026-06-02 10:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 37.03%. Precipitação acumulada 6h: 3.86 mm. Precipitação prevista 1h: 10.83 mm.,20.53,registado
1577,2,4,12,2026-06-02 10:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 29.58%. Precipitação acumulada 6h: 8.38 mm. Precipitação prevista 1h: 11.21 mm.,18.63,registado
1578,3,1,2,2026-06-02 11:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 65.53%. Precipitação acumulada 6h: 31.50 mm. Precipitação prevista 1h: 16.72 mm.,43.12,ativo
1579,1,3,7,2026-06-02 11:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 32.00%. Precipitação acumulada 6h: 3.88 mm. Precipitação prevista 1h: 0.00 mm.,15.56,registado
1580,2,4,10,2026-06-02 11:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 33.92%. Precipitação acumulada 6h: 7.83 mm. Precipitação prevista 1h: 17.36 mm.,21.95,registado
1581,3,1,1,2026-06-02 12:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 68.36%. Precipitação acumulada 6h: 32.08 mm. Precipitação prevista 1h: 16.68 mm.,44.56,ativo
1582,3,4,12,2026-06-02 12:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.15%. Precipitação acumulada 6h: 32.09 mm. Precipitação prevista 1h: 39.26 mm.,42.91,ativo
1583,2,1,3,2026-06-02 13:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.05%. Precipitação acumulada 6h: 30.19 mm. Precipitação prevista 1h: 9.75 mm.,40.32,registado
1584,3,4,12,2026-06-02 13:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 51.21%. Precipitação acumulada 6h: 30.42 mm. Precipitação prevista 1h: 14.35 mm.,35.76,ativo
1585,2,1,3,2026-06-02 14:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 61.59%. Precipitação acumulada 6h: 30.19 mm. Precipitação prevista 1h: 0.00 mm.,36.77,registado
1586,2,3,8,2026-06-02 14:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 34.08%. Precipitação acumulada 6h: 5.18 mm. Precipitação prevista 1h: 20.69 mm.,22.06,registado
1587,3,4,11,2026-06-02 14:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 53.45%. Precipitação acumulada 6h: 30.12 mm. Precipitação prevista 1h: 14.55 mm.,36.73,ativo
1588,2,1,3,2026-06-02 15:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 45.14%. Precipitação acumulada 6h: 4.07 mm. Precipitação prevista 1h: 19.62 mm.,26.44,registado
1589,2,2,6,2026-06-02 15:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 32.64%. Precipitação acumulada 6h: 2.55 mm. Precipitação prevista 1h: 13.12 mm.,18.73,registado
1590,2,1,3,2026-06-02 16:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 42.88%. Precipitação acumulada 6h: 4.07 mm. Precipitação prevista 1h: 19.43 mm.,25.37,registado
1591,2,2,6,2026-06-02 16:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 41.39%. Precipitação acumulada 6h: 3.45 mm. Precipitação prevista 1h: 15.50 mm.,23.54,registado
1592,4,4,10,2026-06-02 16:00:00,Alerta Vermelho na área Zona Industrial. Nível máximo de água: 79.01%. Precipitação acumulada 6h: 60.62 mm. Precipitação prevista 1h: 42.77 mm.,64.43,ativo
1593,4,1,2,2026-06-02 17:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 94.88%. Precipitação acumulada 6h: 71.01 mm. Precipitação prevista 1h: 70.00 mm.,79,ativo
1594,2,2,4,2026-06-02 17:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 41.07%. Precipitação acumulada 6h: 4.79 mm. Precipitação prevista 1h: 12.85 mm.,23.13,registado
1595,3,3,9,2026-06-02 17:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 43.29%. Precipitação acumulada 6h: 12.87 mm. Precipitação prevista 1h: 22.62 mm.,29,ativo
1596,3,4,12,2026-06-02 17:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 76.09%. Precipitação acumulada 6h: 59.09 mm. Precipitação prevista 1h: 0.00 mm.,51.97,ativo
1597,4,1,1,2026-06-02 18:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 96.60%. Precipitação acumulada 6h: 70.43 mm. Precipitação prevista 1h: 5.62 mm.,66,ativo
1598,3,2,5,2026-06-02 18:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 63.89%. Precipitação acumulada 6h: 34.75 mm. Precipitação prevista 1h: 33.09 mm.,47.45,ativo
1599,3,3,8,2026-06-02 18:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 52.11%. Precipitação acumulada 6h: 26.24 mm. Precipitação prevista 1h: 29.98 mm.,38.82,ativo
1600,2,4,10,2026-06-02 18:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.29%. Precipitação acumulada 6h: 33.36 mm. Precipitação prevista 1h: 7.09 mm.,38.46,registado
1601,4,1,3,2026-06-02 19:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 70.75 mm. Precipitação prevista 1h: 0.00 mm.,66.22,ativo
1602,3,2,6,2026-06-02 19:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 69.53%. Precipitação acumulada 6h: 37.03 mm. Precipitação prevista 1h: 20.67 mm.,47.57,ativo
1603,2,3,8,2026-06-02 19:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 54.64%. Precipitação acumulada 6h: 25.62 mm. Precipitação prevista 1h: 17.25 mm.,36.59,registado
1604,3,4,10,2026-06-02 19:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 51.98%. Precipitação acumulada 6h: 32.84 mm. Precipitação prevista 1h: 20.50 mm.,38.37,ativo
1605,4,1,1,2026-06-02 20:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 71.59 mm. Precipitação prevista 1h: 7.48 mm.,68.35,ativo
1606,2,2,6,2026-06-02 20:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 68.98%. Precipitação acumulada 6h: 40.36 mm. Precipitação prevista 1h: 0.52 mm.,43.28,registado
1607,2,3,8,2026-06-02 20:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 52.90%. Precipitação acumulada 6h: 25.62 mm. Precipitação prevista 1h: 20.73 mm.,36.67,registado
1608,3,4,10,2026-06-02 20:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 53.24%. Precipitação acumulada 6h: 31.61 mm. Precipitação prevista 1h: 15.59 mm.,37.34,ativo
1609,4,1,2,2026-06-02 21:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 99.85%. Precipitação acumulada 6h: 71.67 mm. Precipitação prevista 1h: 8.92 mm.,68.66,ativo
1610,3,2,6,2026-06-02 21:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 69.36%. Precipitação acumulada 6h: 41.21 mm. Precipitação prevista 1h: 0.00 mm.,43.58,ativo
1611,2,4,11,2026-06-02 21:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 51.21%. Precipitação acumulada 6h: 32.18 mm. Precipitação prevista 1h: 5.34 mm.,34.03,registado
1612,4,1,3,2026-06-02 22:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 73.25 mm. Precipitação prevista 1h: 2.89 mm.,67.7,ativo
1613,3,2,6,2026-06-02 22:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 70.28%. Precipitação acumulada 6h: 41.28 mm. Precipitação prevista 1h: 0.00 mm.,44.01,ativo
1614,2,3,7,2026-06-02 22:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.82%. Precipitação acumulada 6h: 21.18 mm. Precipitação prevista 1h: 11.23 mm.,31.58,registado
1615,3,2,6,2026-06-02 23:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 72.03%. Precipitação acumulada 6h: 40.60 mm. Precipitação prevista 1h: 2.40 mm.,45.19,ativo
1616,3,4,11,2026-06-03 00:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 42.29%. Precipitação acumulada 6h: 18.48 mm. Precipitação prevista 1h: 26.66 mm.,31.24,ativo
1617,4,1,1,2026-06-03 02:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 76.59%. Precipitação acumulada 6h: 50.00 mm. Precipitação prevista 1h: 47.32 mm.,61.3,ativo
1618,3,1,2,2026-06-03 03:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 77.53%. Precipitação acumulada 6h: 51.53 mm. Precipitação prevista 1h: 0.00 mm.,50.35,ativo
1619,2,3,8,2026-06-03 03:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 32.41%. Precipitação acumulada 6h: 6.55 mm. Precipitação prevista 1h: 10.78 mm.,19.24,registado
1620,3,1,1,2026-06-03 04:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 84.00%. Precipitação acumulada 6h: 49.95 mm. Precipitação prevista 1h: 8.59 mm.,54.93,ativo
1621,4,3,8,2026-06-03 04:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 64.75%. Precipitação acumulada 6h: 43.00 mm. Precipitação prevista 1h: 48.42 mm.,54.14,ativo
1622,4,1,3,2026-06-03 05:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 97.58%. Precipitação acumulada 6h: 70.79 mm. Precipitação prevista 1h: 17.63 mm.,69.56,ativo
1623,3,3,7,2026-06-03 05:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 66.16%. Precipitação acumulada 6h: 43.13 mm. Precipitação prevista 1h: 16.02 mm.,46.72,ativo
1624,4,1,2,2026-06-03 06:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 96.37%. Precipitação acumulada 6h: 70.34 mm. Precipitação prevista 1h: 1.64 mm.,64.88,ativo
1625,2,2,6,2026-06-03 06:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 40.28%. Precipitação acumulada 6h: 4.86 mm. Precipitação prevista 1h: 11.67 mm.,22.5,registado
1626,3,3,7,2026-06-03 06:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.78%. Precipitação acumulada 6h: 42.19 mm. Precipitação prevista 1h: 14.89 mm.,46.88,ativo
1627,4,1,1,2026-06-03 07:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 72.35 mm. Precipitação prevista 1h: 6.79 mm.,68.4,ativo
1628,2,3,9,2026-06-03 07:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 66.68%. Precipitação acumulada 6h: 40.08 mm. Precipitação prevista 1h: 4.90 mm.,43.26,registado
1629,2,2,5,2026-06-03 08:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 43.76%. Precipitação acumulada 6h: 10.20 mm. Precipitação prevista 1h: 10.58 mm.,25.4,registado
